"address","suburb","land_area","price"
"1 Waterway Crescent, Ascot","Ascot",556,1250000
"1 Wattle Court, Mahogany Creek","Mahogany Creek",2001,740000
"1 Wayford Circle, Hocking","Hocking",622,595000
"1 Webb Street, Rossmoyne","Rossmoyne",531,670000
"1 Weema Court, Swan View","Swan View",1068,560000
"1 Weetman Cove, Cannington","Cannington",281,402600
"1 Wendo Court, Hillman","Hillman",693,345000
"1 Wenstead Place, Stratton","Stratton",686,357000
"1 Werri Place, Clarkson","Clarkson",344,378000
"1 Wescap Rise, Merriwa","Merriwa",684,300000
"1 Whelk Place, Mullaloo","Mullaloo",706,775000
"1 White Place, Subiaco","Subiaco",261,753000
"1 White Street, North Fremantle","North Fremantle",329,785000
"1 Wildwood Mews, Carramar","Carramar",586,539000
"1 Willard Circuit, Banksia Grove","Banksia Grove",313,385000
"1 Williams Court, Melville","Melville",513,1200000
"1 Williamson Way, Trigg","Trigg",442,840000
"1 Willow Way, Gooseberry Hill","Gooseberry Hill",957,650000
"1 Wilson Lane, Bateman","Bateman",617,654000
"1 Wimbledon Drive, Kingsley","Kingsley",700,627500
"1 Windoo Place, Koongamia","Koongamia",751,292500
"1 Windoo Road, Parkerville","Parkerville",2404,655000
"1 Wintergreene Drive, Bennett Springs","Bennett Springs",666,492000
"1 Wissota Pass, Secret Harbour","Secret Harbour",613,546000
"1 Woodbine Loop, Tapping","Tapping",700,500000
"1 Woodbine Terrace, Mirrabooka","Mirrabooka",765,420000
"1 Woodfield Close, Mount Helena","Mount Helena",2000,435000
"1 Woodlands Way, Jandakot","Jandakot",441,600000
"1 Yilgarn Street, White Gum Valley","White Gum Valley",411,925000
"1 Yule Street, City Beach","City Beach",975,1550000
"1 Zanzibar Loop, Aveley","Aveley",687,540000
"1/1 Coolgardie Street, West Perth","West Perth",813,480000
"1/1 French Street, Ashfield","Ashfield",345,455000
"1/1 Lentona Road, Attadale","Attadale",1982,419000
"1/1 Muriel Avenue, Woodlands","Woodlands",270,960000
"1/1 Wingfield Avenue, Crawley","Crawley",221,950000
"1/10 Gibson Street, Mount Pleasant","Mount Pleasant",373,640000
"1/11 Adamson Road, Brentwood","Brentwood",774,555000
"1/11 Elvire Street, Viveash","Viveash",396,400000
"1/11 Stott Close, Armadale","Armadale",2354,156500
"1/11 Waterway Crescent, Ascot","Ascot",462,482000
"1/125 Swansea Street, East Victoria Park","East Victoria Park",442,430000
"1/126 Telford Crescent, Stirling","Stirling",265,615000
"1/13 Helm Street, Mount Pleasant","Mount Pleasant",364,807000
"1/13 Sorrento Street, North Beach","North Beach",183,850000
"1/14 Godwit Street, Queens Park","Queens Park",1768,400000
"1/14 Greenshank Drive, Joondalup","Joondalup",500,640000
"1/14 Mineral Place, Forrestfield","Forrestfield",440,341500
"1/14a Norman Street, St James","St James",266,450000
"1/15 Bredgar Way, Marangaroo","Marangaroo",500,340000
"1/15 Cook Street, Crawley","Crawley",1366,625000
"1/15 Lisbon Court, Parkwood","Parkwood",1012,339000
"1/159 Mcdonald Street, Joondanna","Joondanna",809,422000
"1/16 Leverburgh Street, Ardross","Ardross",200,766000
"1/16 Tavistock Crescent, Lynwood","Lynwood",1037,370000
"1/163 Tyler Street, Tuart Hill","Tuart Hill",2024,140000
"1/164 McDonald Street, Joondanna","Joondanna",1062,640000
"1/165 Canning Highway, South Perth","South Perth",717,680000
"1/17 Elizabeth Street, East Cannington","East Cannington",339,408000
"1/18 Coongan Avenue, Greenmount","Greenmount",675,527500
"1/18 Devon Way, Lynwood","Lynwood",378,387000
"1/18 Mary Street, Highgate","Highgate",183,742000
"1/182 Fulham Street, Kewdale","Kewdale",146,300000
"1/19 Drabble Road, Scarborough","Scarborough",1886,721000
"1/19 Flora Terrace, Watermans Bay","Watermans Bay",216,500000
"1/19 Roseheath Boulevard, Kiara","Kiara",351,370000
"1/19 Tamar Street, Palmyra","Palmyra",1048,500000
"1/20 Holton Way, Cannington","Cannington",261,335000
"1/202 Crawford Road, Inglewood","Inglewood",357,485000
"1/205 French Street, Tuart Hill","Tuart Hill",1215,525000
"1/208 Albert Street, Osborne Park","Osborne Park",1012,365000
"1/21 Fletcher Street, Applecross","Applecross",219,685000
"1/218 Westview Street, Scarborough","Scarborough",1277,450000
"1/22 Ada Street, Watermans Bay","Watermans Bay",397,1250000
"1/22 Harper Street, Woodbridge","Woodbridge",151,395000
"1/22 Manoff Road, Balcatta","Balcatta",776,292000
"1/22 Prinsep Road, Melville","Melville",377,655000
"1/22 Redgate Court, Kiara","Kiara",363,410000
"1/23 Avonmore Terrace, Cottesloe","Cottesloe",910,670000
"1/23 Golf Road, Parkwood","Parkwood",286,338000
"1/24 Coventry Road, Shoalwater","Shoalwater",1535,310000
"1/242 French Street, Tuart Hill","Tuart Hill",239,432000
"1/265 Kooyong Road, Kewdale","Kewdale",1620,357500
"1/268 Guildford Road, Maylands","Maylands",891,432000
"1/28 Alday Street, St James","St James",312,530000
"1/29 Seaforth Road, Shoalwater","Shoalwater",340,600000
"1/29 Spoonbill Place, Queens Park","Queens Park",281,435000
"1/29 Stratford Street, East Fremantle","East Fremantle",912,430000
"1/3 Addlewell Glen, Kiara","Kiara",454,370000
"1/3 Clive Road, Cottesloe","Cottesloe",235,1026000
"1/3 Hope Road, Palmyra","Palmyra",303,445000
"1/3 Stockman Way, Cannington","Cannington",368,508000
"1/30 Milford Way, Nollamara","Nollamara",701,450000
"1/301 Oxford Street, Leederville","Leederville",181,400000
"1/31 Harvest Road, North Fremantle","North Fremantle",359,1100000
"1/31 Mosaic Street, Shelley","Shelley",1390,755000
"1/31 Second Avenue, Kensington","Kensington",237,780000
"1/31 Troy Terrace, Daglish","Daglish",810,1250000
"1/31 Villiers Street, Yokine","Yokine",243,370000
"1/32 Hubert Road, Maylands","Maylands",2024,420000
"1/326 Preston Point Road, Attadale","Attadale",400,675000
"1/33 Holmesdale Road, Woodbridge","Woodbridge",1012,335000
"1/33 Steward Way, Orelia","Orelia",205,160000
"1/335 Oxford Street, Leederville","Leederville",243,880000
"1/34 Banksia Street, Joondanna","Joondanna",257,585000
"1/341 Wharf Street, Queens Park","Queens Park",1474,315000
"1/35 Collier Avenue, Balcatta","Balcatta",246,341000
"1/36 Wood Street, Inglewood","Inglewood",174,565000
"1/38 Brandon Street, Kensington","Kensington",631,600000
"1/38 Norman Street, St James","St James",265,360000
"1/39 Ferguson Street, Midvale","Midvale",1058,400000
"1/4 Classic Rise, Pearsall","Pearsall",300,465000
"1/4 Lentona Road, Attadale","Attadale",327,490000
"1/4 Leslie Street, Cannington","Cannington",399,430000
"1/4 Manley Street, Cannington","Cannington",102,334000
"1/4 Talbot Road, Woodlands","Woodlands",201,415000
"1/41 Hooley Road, Midland","Midland",535,337500
"1/41 Renwick Street, South Perth","South Perth",836,730000
"1/42 Byers Road, Woodbridge","Woodbridge",1310,316000
"1/43 Ferguson Street, Middle Swan","Middle Swan",440,445000
"1/43 John Street, Inglewood","Inglewood",1012,630000
"1/46 Charles Street, Midland","Midland",1012,167500
"1/48 Collier Avenue, Balcatta","Balcatta",1012,359000
"1/48 Thelma Street, Como","Como",1062,525000
"1/49 Discovery Circuit, Iluka","Iluka",372,715000
"1/49 South Street, Kardinya","Kardinya",810,405000
"1/5 Arpent Link, Brabham","Brabham",365,364000
"1/50 King Street, Coogee","Coogee",299,440000
"1/50 Monmouth Street, Mount Lawley","Mount Lawley",1000,625000
"1/53 Carrington Street, Palmyra","Palmyra",1048,420000
"1/58 Second Avenue, Rossmoyne","Rossmoyne",474,975000
"1/584 Canning Highway, Attadale","Attadale",1849,370000
"1/6 Bellevue Terrace, West Perth","West Perth",2133,2300000
"1/6 Cato Street, Glendalough","Glendalough",248,515000
"1/6 Pearse Street, North Fremantle","North Fremantle",250,665000
"1/63 Sayer Street, Midland","Midland",246,330000
"1/67 Upton Street, St James","St James",224,365000
"1/69 Calais Road, Scarborough","Scarborough",1012,600000
"1/7 Chidlow Street, Mount Helena","Mount Helena",598,470000
"1/7 Hodgson Lane, Mundaring","Mundaring",249,400000
"1/79 Hardy Road, Ashfield","Ashfield",401,370000
"1/79 Sayer Street, Midland","Midland",172,360000
"1/8 Benson Court, Mount Nasura","Mount Nasura",406,375000
"1/8 Betula Street, Riverton","Riverton",807,720000
"1/8 Sonia Street, Scarborough","Scarborough",277,494000
"1/86 Ivanhoe Street, Eden Hill","Eden Hill",349,409500
"1/9 Glencairn Way, Parkwood","Parkwood",1598,378000
"1/94 Kathleen Street, Bassendean","Bassendean",1803,530000
"1/95 Kent Street, Rockingham","Rockingham",227,360000
"1/96 North Beach Road, North Beach","North Beach",468,777000
"1/99 Roberts Road, Subiaco","Subiaco",804,450000
"10 Aberdare Way, Warwick","Warwick",714,555000
"10 Abingdon Place, Kelmscott","Kelmscott",789,213000
"10 Abrolhos Drive, Heathridge","Heathridge",486,560000
"10 Ada Street, Watermans Bay","Watermans Bay",1024,1730000
"10 Addingham Crescent, Bertram","Bertram",593,455000
"10 Adelong Circuit, Merriwa","Merriwa",507,250000
"10 Adonis Street, Mundijong","Mundijong",2126,332000
"10 Aitken Place, Noranda","Noranda",700,578000
"10 Albert Street, Bellevue","Bellevue",629,450000
"10 Aleaha Brace, Aveley","Aveley",475,291000
"10 Alford Way, Alkimos","Alkimos",300,385000
"10 Altai Dale, Stratton","Stratton",609,435000
"10 Ameer Way, Beeliar","Beeliar",501,530000
"10 Amery Road, Hocking","Hocking",543,495000
"10 Andrews Way, Herne Hill","Herne Hill",813,380000
"10 Anstey Street, Mundijong","Mundijong",2028,550000
"10 Antigua Place, Southern River","Southern River",567,455000
"10 Apara Place, Koongamia","Koongamia",1086,389000
"10 Aparri Way, Port Kennedy","Port Kennedy",640,360000
"10 Appleby Drive, Darch","Darch",601,505000
"10 APPLETON Road, Piara Waters","Piara Waters",560,485000
"10 Apsley Bend, Tapping","Tapping",624,600000
"10 Araucaria Boulevard, Byford","Byford",564,318000
"10 Archdeacon Street, Nedlands","Nedlands",810,1690000
"10 Archimedes Crescent, Tapping","Tapping",571,430000
"10 Arkwell Street, Willagee","Willagee",810,832000
"10 Armitage Close, South Guildford","South Guildford",475,380000
"10 ARTARMON RISE, Kallaroo","Kallaroo",936,1140000
"10 Astrolabe Way, Swan View","Swan View",484,340000
"10 Aurora Drive, Atwell","Atwell",707,537000
"10 Axewood Place, Beechboro","Beechboro",699,406000
"10 Aylesbury Close, Jandakot","Jandakot",627,530000
"10 Baddesley Street, Butler","Butler",543,375000
"10 Bahama Way, Banksia Grove","Banksia Grove",360,350000
"10 Banchory Way, The Vines","The Vines",763,610000
"10 Banksia Court, Bullsbrook","Bullsbrook",663,370000
"10 Barcelona Terrace, Hocking","Hocking",566,539000
"10 Barcroft Court, Atwell","Atwell",360,395000
"10 Barnden Road, Helena Valley","Helena Valley",600,695500
"10 Barrington Avenue, Champion Lakes","Champion Lakes",420,185000
"10 Basedow Chase, Banksia Grove","Banksia Grove",440,445000
"10 Basico Avenue, Sinagra","Sinagra",613,549000
"10 Batavia Way, Salter Point","Salter Point",842,966000
"10 Bathgate Loop, Koondoola","Koondoola",600,415000
"10 Becket Court, Camillo","Camillo",711,320000
"10 Bedale Street, Dianella","Dianella",373,545000
"10 Beechcroft Place, Camillo","Camillo",707,240000
"10 Belaring Place, Kenwick","Kenwick",323,430000
"10 Belfast Crescent, Ridgewood","Ridgewood",423,333000
"10 Bellport Parade, Mindarie","Mindarie",689,670000
"10 Belvoir Place, Ballajura","Ballajura",601,430000
"10 Beor Way, Herne Hill","Herne Hill",809,350000
"10 Berkeley Street, Heathridge","Heathridge",363,450000
"10 Berlotto Drive, Ashby","Ashby",425,510000
"10 Berrigan Drive, South Lake","South Lake",702,380000
"10 Bertram Street, Dianella","Dianella",464,350000
"10 Beverley Street, Coolbinia","Coolbinia",806,1188000
"10 Biara Road, Yanchep","Yanchep",403,272000
"10 Bight Reefs Road, Singleton","Singleton",892,432500
"10 Bilkurra Way, Mount Nasura","Mount Nasura",788,289000
"10 Billing Way, Caversham","Caversham",513,665000
"10 Binar Court, South Guildford","South Guildford",787,400000
"10 Binden Place, Hamersley","Hamersley",737,510000
"10 Bingarra Close, Port Kennedy","Port Kennedy",691,390000
"10 Bingfield Road, Medina","Medina",728,265000
"10 Binnia Mews, Harrisdale","Harrisdale",451,430000
"10 Birch Place, Stoneville","Stoneville",1843,560000
"10 Birchgrove Court, Bibra Lake","Bibra Lake",502,585000
"10 Birkenhead Ridge, Mindarie","Mindarie",738,835000
"10 Bishop Riley Way, Churchlands","Churchlands",737,1850000
"10 Blackboy Road, Greenmount","Greenmount",903,490000
"10 Blackman Road, Mount Pleasant","Mount Pleasant",729,1475000
"10 Bland Street, Kensington","Kensington",787,1250000
"10 Blenny Close, Cannington","Cannington",697,476000
"10 Block Place, Ocean Reef","Ocean Reef",890,1000000
"10 Bondini Way, Bibra Lake","Bibra Lake",719,522000
"10 Booligal Street, Lesmurdie","Lesmurdie",1195,425000
"10 Bosbaan Place, Champion Lakes","Champion Lakes",451,196000
"10 Bowen Place, Stoneville","Stoneville",1955,520000
"10 Bradbury Place, Alexander Heights","Alexander Heights",403,331500
"10 Braden Way, Marmion","Marmion",720,1620000
"10 Brae Court, Cooloongup","Cooloongup",933,330000
"10 Bramley Terrace, The Vines","The Vines",714,555000
"10 Brantwood Turn, Wellard","Wellard",449,396000
"10 Brassey Street, Swanbourne","Swanbourne",607,1810000
"10 Breton Court, Ballajura","Ballajura",504,421000
"10 Bricknell Road, Attadale","Attadale",1410,830000
"10 Bridges Rise, Kiara","Kiara",484,390000
"10 Bridget Place, Shelley","Shelley",1029,1600000
"10 Brigalow Way, Armadale","Armadale",713,220000
"10 Brinckley Crescent, Koondoola","Koondoola",692,362000
"10 Bristow Street, Haynes","Haynes",340,167000
"10 Broad Street, Kensington","Kensington",420,1390000
"10 Broadbeach Boulevard, Hillarys","Hillarys",828,955000
"10 Brolga Court, Beeliar","Beeliar",639,570000
"10 Broomhall Way, Noranda","Noranda",809,635000
"10 Brumby Avenue, Henley Brook","Henley Brook",528,507500
"10 Bungalow Court, Peppermint Grove","Peppermint Grove",444,2400000
"10 Burleigh Drive, Burns Beach","Burns Beach",576,860000
"10 Burnettia Lane, Mount Claremont","Mount Claremont",318,1100000
"10 Burtonia Place, Canning Vale","Canning Vale",770,680000
"10 BUTCHART TURN, Aubin Grove","Aubin Grove",660,740000
"10 Byfield Road, Parkerville","Parkerville",1008,382000
"10 Cadoux Loop, Hocking","Hocking",864,470000
"10 Calabar Court, Merriwa","Merriwa",588,367000
"10 Cale Court, Maddington","Maddington",510,375000
"10 Calgary Place, Kingsley","Kingsley",608,481000
"10 Calume Street, Hillman","Hillman",701,310000
"10 Campbell Court, Noranda","Noranda",867,651000
"10 Camrose Lane, Darch","Darch",549,531000
"10 Cantrell Circuit, Landsdale","Landsdale",710,645000
"10 Cape Le Grand Avenue, Aubin Grove","Aubin Grove",713,705000
"10 Carnforth Road, Butler","Butler",540,355500
"10 Carrick Way, Kinross","Kinross",914,442500
"10 Cassidae Terrace, Karrinyup","Karrinyup",434,1030000
"10 Castroreale Boulevard, Sinagra","Sinagra",566,455000
"10 Celtic Crescent, Shoalwater","Shoalwater",459,390000
"10 Cereza Lane, Caversham","Caversham",400,447500
"10 Cerulean Road, Karnup","Karnup",405,179000
"10 Cestrum Rise, South Lake","South Lake",741,550000
"10 Charles Street, South Fremantle","South Fremantle",526,1600000
"10 Chauvel Court, Kiara","Kiara",501,430000
"10 Chelmsford Road, Mount Lawley","Mount Lawley",309,845000
"10 Chenile Mews, Mirrabooka","Mirrabooka",684,100000
"10 Chervil Bend, Wattle Grove","Wattle Grove",599,560000
"10 Chesapeake Parade, Port Kennedy","Port Kennedy",754,480000
"10 Chesterfield Avenue, Hocking","Hocking",296,460000
"10 Chestnut Street, Guildford","Guildford",527,780000
"10 Chile Way, Aubin Grove","Aubin Grove",460,555000
"10 Chinook Drive, Dayton","Dayton",375,475000
"10 Chiswick Street, Wembley Downs","Wembley Downs",787,1025000
"10 Chittawarra Court, Glen Forrest","Glen Forrest",1901,567000
"10 Chivrell Rise, Gwelup","Gwelup",716,920000
"10 Choseley Place, Langford","Langford",612,160000
"10 Christina Street, Hazelmere","Hazelmere",2027,600000
"10 Christmas Avenue, Heathridge","Heathridge",688,453500
"10 Churton Crescent, Warwick","Warwick",730,610000
"10 Citriadora Avenue, High Wycombe","High Wycombe",635,575000
"10 Claiborne Road, Secret Harbour","Secret Harbour",584,470000
"10 Classroom Loop, Coolbellup","Coolbellup",375,510000
"10 Clayden Street, Wooroloo","Wooroloo",2427,358000
"10 Clearview Avenue, Burns Beach","Burns Beach",610,1500000
"10 CLEMTON PLACE, Landsdale","Landsdale",650,520000
"10 Cleopatra Circuit, Bertram","Bertram",612,410000
"10 Clifton Street, Kelmscott","Kelmscott",809,290000
"10 Clyde Road, Menora","Menora",759,1350000
"10 Clydesdale Street, Alfred Cove","Alfred Cove",1095,855000
"10 Coatelan Drive, Stirling","Stirling",769,925000
"10 Coleridge Place, North Lake","North Lake",735,700000
"10 Colne Way, Girrawheen","Girrawheen",771,385000
"10 Columba Place, Peppermint Grove","Peppermint Grove",704,1920000
"10 Como Way, Stirling","Stirling",491,1240000
"10 Congdon Way, Booragoon","Booragoon",812,750000
"10 Conimbla Lane, Aubin Grove","Aubin Grove",654,660000
"10 Coniston Bend, Waikiki","Waikiki",523,530000
"10 Coniston Drive, Ellenbrook","Ellenbrook",384,325000
"10 Connelly Place, Mount Helena","Mount Helena",2001,565000
"10 Conrad Way, Currambine","Currambine",719,597000
"10 Continental Boulevard, Currambine","Currambine",588,760000
"10 Coogan Close, Yangebup","Yangebup",730,400000
"10 Coolibah Drive, Greenwood","Greenwood",683,476500
"10 Copper Lane, Wattle Grove","Wattle Grove",556,500000
"10 Coralgum Green, South Lake","South Lake",613,568000
"10 Corella Street, Lesmurdie","Lesmurdie",1012,505000
"10 Cornell Place, East Cannington","East Cannington",610,600000
"10 Correa Way, Mirrabooka","Mirrabooka",690,365000
"10 Corrour Bend, Bertram","Bertram",301,245000
"10 Cottontree Lane, Bennett Springs","Bennett Springs",597,570000
"10 Coulsen Close, Noranda","Noranda",676,675000
"10 Cowper Street, Lynwood","Lynwood",688,448000
"10 Coyne Street, Mount Helena","Mount Helena",2023,355000
"10 Crab Cove, Mindarie","Mindarie",380,570000
"10 Crake Street, Ascot","Ascot",367,730000
"10 Cranberry Way, Kenwick","Kenwick",568,316500
"10 Cranford Avenue, Mount Pleasant","Mount Pleasant",456,750000
"10 Cranwell Road, Balcatta","Balcatta",788,880000
"10 Craven Street, Bedford","Bedford",589,615750
"10 Cresswell Place, Quinns Rocks","Quinns Rocks",585,450000
"10 Creswick Cross, Kiara","Kiara",525,168000
"10 Crossway, Swan View","Swan View",709,295000
"10 Crystal Turn, Bennett Springs","Bennett Springs",544,435000
"10 Crystalview Cove, Ballajura","Ballajura",1035,685000
"10 Currawong Court, Bennett Springs","Bennett Springs",621,535000
"10 Currawong Crescent, Walliston","Walliston",1813,510000
"10 Curruthers Road, Mount Pleasant","Mount Pleasant",433,830000
"10 Curtin Road, Marangaroo","Marangaroo",510,426000
"10 Dacelo Vista, Waterford","Waterford",450,559900
"10 Daly Circle, Langford","Langford",500,550000
"10 Dane Court, Brookdale","Brookdale",504,345000
"10 Daniels Place, Bertram","Bertram",566,394000
"10 Darrowby Place, Sawyers Valley","Sawyers Valley",1836,597000
"10 Dartmouth Avenue, City Beach","City Beach",607,1685000
"10 DAVID STREET, Kensington","Kensington",506,820000
"10 Daviesia Corner, Dayton","Dayton",476,500000
"10 Davilak Crescent, Manning","Manning",911,1080000
"10 De Grey Retreat, Jane Brook","Jane Brook",753,605000
"10 Dean Street, Mount Helena","Mount Helena",1370,446000
