ADDRESS,LAND_AREA
"10 Amery Road, Hocking",543
"10 Andrews Way, Herne Hill",813
"10 Anne Avenue, Walliston",891
"10 Anstey Street, Mundijong",2028
"10 Antigua Place, Southern River",567
"10 Apara Place, Koongamia",1086
"10 Aparri Way, Port Kennedy",640
"10 Appleby Drive, Darch",601
"10 APPLETON Road, Piara Waters",560
"10 Apsley Bend, Tapping",624
"10 Araucaria Boulevard, Byford",564
"10 Archdeacon Street, Nedlands",810
"10 Archimedes Crescent, Tapping",571
"10 Arkwell Street, Willagee",810
"10 Armitage Close, South Guildford",475
"10 ARTARMON RISE, Kallaroo",936
"10 Astrolabe Way, Swan View",484
"10 Atkinson Road, Subiaco",297
"10 Auborough Street, Doubleview",645
"10 Aurora Drive, Atwell",707
"10 Axewood Place, Beechboro",699
"10 Aylesbury Close, Jandakot",627
"10 Baddesley Street, Butler",543
"10 Bahama Way, Banksia Grove",360
"10 Ballymote Gardens, Ridgewood",561
"10 Banchory Way, The Vines",763
"10 Banksia Court, Bullsbrook",663
"10 Barcelona Terrace, Hocking",566
"10 Barcroft Court, Atwell",360
"10 Barnden Road, Helena Valley",600
"10 Barranduna Drive, Mount Nasura",689
"10 Barrington Avenue, Champion Lakes",420
"10 Barrington Street, West Leederville",384
"10 Basedow Chase, Banksia Grove",440
"10 Basico Avenue, Sinagra",613
"10 Batavia Way, Salter Point",842
"10 Bathgate Loop, Koondoola",600
"10 Becket Court, Camillo",711
"10 Bedale Street, Dianella",373
"10 Beechcroft Place, Camillo",707
"10 Beenan Elbow, South Guildford",454
"10 Belaring Place, Kenwick",323
"10 Belfast Crescent, Ridgewood",423
"10 Bellport Parade, Mindarie",689
"10 Belvoir Place, Ballajura",601
"10 Beor Way, Herne Hill",809
"10 Berkeley Street, Heathridge",363
"10 Berlotto Drive, Ashby",425
"10 Berrigan Drive, South Lake",702
"10 Bertram Street, Dianella",464
"10 Beverley Street, Coolbinia",806
"10 Biara Road, Yanchep",403
"10 Bight Reefs Road, Singleton",892
"10 Bilcich Gardens, Spearwood",610
"10 Bilkurra Way, Mount Nasura",788
"10 Billing Way, Caversham",513
"10 Binar Court, South Guildford",787
"10 Binden Place, Hamersley",737
"10 Bingarra Close, Port Kennedy",691
"10 Bingfield Road, Medina",728
"10 Binnia Mews, Harrisdale",451
"10 Birch Place, Stoneville",1843
"10 Birchgrove Court, Bibra Lake",502
"10 Birkenhead Ridge, Mindarie",738
"10 Bishop Close, Seville Grove",514
"10 Bishop Riley Way, Churchlands",737
"10 Blackboy Road, Greenmount",903
"10 Blackman Road, Mount Pleasant",729
"10 Bland Street, Kensington",787
"10 Blenny Close, Cannington",697
"10 Block Place, Ocean Reef",890
"10 Bondini Way, Bibra Lake",719
"10 Booligal Street, Lesmurdie",1195
"10 Bosbaan Place, Champion Lakes",451
"10 Bowen Place, Stoneville",1955
"10 Boyd Street, Palmyra",518
"10 Bradbury Place, Alexander Heights",403
"10 Braden Way, Marmion",720
"10 Brae Court, Cooloongup",933
"10 Bramley Terrace, The Vines",714
"10 Brantwood Turn, Wellard",449
"10 Brassey Street, Swanbourne",607
"10 Breton Court, Ballajura",504
"10 Bricknell Road, Attadale",1410
"10 Bridges Rise, Kiara",484
"10 Bridget Place, Shelley",1029
"10 Brigalow Way, Armadale",713
"10 Brinckley Crescent, Koondoola",692
"10 Bristow Street, Haynes",340
"10 Broad Street, Kensington",420
"10 Broadbeach Boulevard, Hillarys",828
"10 Brolga Court, Beeliar",639
"10 Broomhall Way, Noranda",809
"10 Brumby Avenue, Henley Brook",528
"10 Bruny Meander, Wandi",532
"10 Bungalow Court, Peppermint Grove",444
"10 Burleigh Drive, Burns Beach",576
"10 Burnettia Lane, Mount Claremont",318
"10 Burtonia Place, Canning Vale",770
"10 BUTCHART TURN, Aubin Grove",660
"10 Byfield Road, Parkerville",1008
"10 Cadoux Loop, Hocking",864
"10 Calabar Court, Merriwa",588
"10 Cale Court, Maddington",510
"10 Calgary Place, Kingsley",608
"10 Calume Street, Hillman",701
"10 Campbell Court, Noranda",867
"10 Campion Crescent, Attadale",771
"10 Campolino Gardens, Stratton",759
"10 Camrose Lane, Darch",549
"10 Cantrell Circuit, Landsdale",710
"10 Cape Gardens, Ellenbrook",651
"10 Cape Le Grand Avenue, Aubin Grove",713
"10 Carnforth Road, Butler",540
"10 Carrick Way, Kinross",914
"10 Cassidae Terrace, Karrinyup",434
"10 Castledene Way, Tapping",685
"10 Castroreale Boulevard, Sinagra",566
"10 Cathedral Link, Aubin Grove",556
"10 Celtic Crescent, Shoalwater",459
"10 Cereza Lane, Caversham",400
"10 Cerulean Road, Karnup",405
"10 Cestrum Rise, South Lake",741
"10 Chalk Elbow, Pearsall",612
"10 Charles Street, South Fremantle",526
"10 Chauvel Court, Kiara",501
"10 Chelmorton Loop, Carine",706
"10 Chelmsford Road, Mount Lawley",309
"10 Chenile Mews, Mirrabooka",684
"10 Chervil Bend, Wattle Grove",599
"10 Chesapeake Parade, Port Kennedy",754
"10 Chesterfield Avenue, Hocking",296
"10 Chestnut Street, Guildford",527
"10 Chile Way, Aubin Grove",460
"10 Chinook Drive, Dayton",375
"10 Chiswick Street, Wembley Downs",787
"10 Chittawarra Court, Glen Forrest",1901
"10 Chivrell Rise, Gwelup",716
"10 Choseley Place, Langford",612
"10 Christina Street, Hazelmere",2027
"10 Christmas Avenue, Heathridge",688
"10 Churton Crescent, Warwick",730
"10 Citriadora Avenue, High Wycombe",635
"10 Claiborne Road, Secret Harbour",584
"10 Classroom Loop, Coolbellup",375
"10 Clayden Street, Wooroloo",2427
"10 Clearview Avenue, Burns Beach",610
"10 CLEMTON PLACE, Landsdale",650
"10 Cleopatra Circuit, Bertram",612
"10 Clifton Street, Kelmscott",809
"10 Clint Way, Calista",654
"10 Clyde Road, Menora",759
"10 Clydesdale Street, Alfred Cove",1095
"10 Coatelan Drive, Stirling",769
"10 Coleridge Place, North Lake",735
"10 College Road, Claremont",326
"10 Colne Way, Girrawheen",771
"10 Cologne Gardens, Port Kennedy",645
"10 Columba Place, Peppermint Grove",704
"10 Como Way, Stirling",491
"10 Congdon Way, Booragoon",812
"10 Conimbla Lane, Aubin Grove",654
"10 Coniston Bend, Waikiki",523
"10 Coniston Drive, Ellenbrook",384
"10 Connelly Place, Mount Helena",2001
"10 Conrad Way, Currambine",719
"10 Continental Boulevard, Currambine",588
"10 Coogan Close, Yangebup",730
"10 Coolibah Drive, Greenwood",683
"10 Copper Lane, Wattle Grove",556
"10 Coralgum Green, South Lake",613
"10 Corella Street, Lesmurdie",1012
"10 Cornell Place, East Cannington",610
"10 Correa Way, Mirrabooka",690
"10 Corrour Bend, Bertram",301
"10 Cottontree Lane, Bennett Springs",597
"10 Coulsen Close, Noranda",676
"10 Cowper Street, Lynwood",688
"10 Coyne Street, Mount Helena",2023
"10 Crab Cove, Mindarie",380
"10 Crake Street, Ascot",367
"10 Cranberry Way, Kenwick",568
"10 Cranford Avenue, Mount Pleasant",456
"10 Cranwell Road, Balcatta",788
"10 Craven Street, Bedford",589
"10 Cresswell Place, Quinns Rocks",585
"10 Creswick Cross, Kiara",525
"10 Crossway, Swan View",709
"10 Crystal Turn, Bennett Springs",544
"10 Crystalview Cove, Ballajura",1035
"10 Currawong Court, Bennett Springs",621
"10 Currawong Crescent, Walliston",1813
"10 Curruthers Road, Mount Pleasant",433
"10 Curtin Road, Marangaroo",510
"10 Dacelo Vista, Waterford",450
"10 Daly Circle, Langford",500
"10 Dane Court, Brookdale",504
"10 Daniels Place, Bertram",566
"10 Darrowby Place, Sawyers Valley",1836
"10 Dartmouth Avenue, City Beach",607
"10 DAVID STREET, Kensington",506
"10 Daviesia Corner, Dayton",476
"10 Davilak Crescent, Manning",911
"10 Dawn Road, Walliston",994
"10 De Grey Retreat, Jane Brook",753
"10 Dean Street, Mount Helena",1370
"10 Denver Avenue, Madeley",1241
"10 Derry Lane, Mosman Park",426
"10 Desertpea Road, Beeliar",384
"10 Deverall Square, Hillarys",600
"10 Dillwynia Bend, Banksia Grove",465
"10 Direction Way, North Fremantle",259
"10 Doherty Road, Coolbellup",1011
"10 Domain Court, Greenmount",709
"10 Domeney Place, Landsdale",600
"10 Donnelly Link, Jane Brook",694
"10 Doriemus Road, Baldivis",609
"10 Dorney Esplanade, Champion Lakes",413
"10 Dowlan Way, Ellenbrook",552
"10 Drummore Elbow, Stratton",537
"10 Dublin Road, Darch",576
"10 Duff Place, Booragoon",696
"10 Dumsday Drive, Forrestdale",794
"10 Dunmore Crescent, Harrisdale",375
"10 Durrington Glade, Clarkson",564
"10 Dusenberg Mews, Atwell",768
"10 Duyfken Road, Jindalee",270
"10 Eastbourne Street, Mosman Park",516
"10 Edmund Way, Calista",809
"10 Eildon Court, South Lake",700
"10 Elbury Court, Kingsley",700
"10 Elder Way, Bellevue",700
"10 Eldon Close, Merriwa",623
"10 Ellerby Way, Koondoola",771
"10 Emperor Approach, Success",569
"10 Emu Court, High Wycombe",710
"10 Ennis Court, Orelia",734
"10 Ensign Dale, Kelmscott",651
"10 Erlon Way, Harrisdale",364
"10 Erodium Place, Parkwood",710
"10 Essington Street, Huntingdale",710
"10 Ethel Street, Guildford",488
"10 Etna Place, Rossmoyne",999
"10 Ewart Street, Midvale",526
"10 Excelsior Meander, Warnbro",540
"10 Eyebright Court, Huntingdale",599
"10 Fagan Street, Yokine",374
"10 Fairview Street, Coogee",719
"10 Fairywren Drive, Bennett Springs",457
"10 Falkirk Avenue, Maylands",936
"10 Fantail Avenue, Gwelup",519
"10 Fantail Drive, Bibra Lake",702
"10 Fantail Way, Huntingdale",615
"10 Farrier Terrace, Henley Brook",554
"10 Farringdon Way, Huntingdale",685
"10 Fawn Way, Eglinton",313
"10 Feldman Crescent, Parkerville",1999
"10 Field View, Bullsbrook",722
"10 Finchley Terrace, Joondalup",347
"10 Finlay Court, Rivervale",350
"10 Finsbury Grove, Mount Claremont",680
"10 Fintry Close, Kinross",706
"10 Fionn Court, Ardross",728
"10 Firefalls Close, Huntingdale",544
"10 Flannan Place, Warwick",734
"10 Fleetwood Link, Ellenbrook",420
"10 Fletcher Street, Applecross",464
"10 Folland Parade, Atwell",600
"10 Fortview Road, Mount Claremont",877
"10 Fourth Avenue, Rossmoyne",814
"10 Frederic Street, Midland",1090
"10 Friarbird Terrace, Beeliar",512
"10 Gaffin Way, Kwinana Town Centre",203
"10 Gairloch Place, Joondalup",803
"10 Galahad Way, Carine",692
"10 gallipoli street, Lathlain",577
"10 Gatton Way, Embleton",736
"10 Gausson Turn, Ashby",524
"10 Gemini Rise, Ocean Reef",824
"10 Geoff Russell Avenue, Kinross",686
"10 Georgetown Drive, Safety Bay",681
"10 Gifford Mews, Currambine",701
"10 Gilbreth Bend, Tapping",572
"10 Giles Avenue, Padbury",705
"10 GLADALAN Way, Piara Waters",570
"10 Glen Iris Drive, Jandakot",1066
"10 Glenallen Way, Ellenbrook",552
"10 Glenbawn Drive, South Lake",702
"10 Glenfine Way, Carramar",678
"10 Glenten Way, Ferndale",688
"10 Glenwood Avenue, Helena Valley",2010
"10 Godin Court, Churchlands",1225
"10 Goldfinch Bend, Harrisdale",420
"10 Goshawk Place, Huntingdale",707
"10 Grace Pass, Bennett Springs",544
"10 Granada Loop, Seville Grove",660
"10 Grand Boulevard, Canning Vale",770
"10 Graydon Grove, Leda",700
"10 Greenville Street, Swanbourne",474
"10 Greta Court, Cooloongup",716
"10 Guernsey Court, Stratton",637
"10 Gulli Court, Mount Claremont",582
"10 Gwynne Corner, Jane Brook",781
"10 Halse Place, Karrinyup",948
"10 Hampshire Drive, Jindalee",715
"10 Harden Park Trail, Carramar",367
"10 Harley Terrace, Mosman Park",683
"10 Harmony Avenue, Clarkson",546
"10 Harrison Way, Calista",809
"10 Harwood Street, Hilton",810
"10 Hayward Parade, Coogee",706
"10 Hazelmere Crescent, Hazelmere",1401
"10 Heard Way, Glendalough",804
"10 Heathland Terrace, Ellenbrook",405
"10 Helena Street, Guildford",920
"10 Henderson Road, Stoneville",2078
"10 Hendy Green, Murdoch",705
"10 Hennessy Drive, Ashby",620
"10 Henniker Way, Koondoola",692
"10 Henty Grove, Helena Valley",280
"10 Hepworth Way, Noranda",700
"10 Heywood Lane, North Coogee",220
"10 Hibiscus Court, Churchlands",801
"10 Hillcrest Court, Port Kennedy",484
"10 Hindmarsh Way, Edgewater",776
"10 Hindoo Elbow, Stratton",490
"10 Hodge Court, Marmion",726
"10 Hodges Street, Middle Swan",248
"10 Hodgson Street, Tuart Hill",809
"10 Hodnet Bend, The Vines",900
"10 Hogg Avenue, Salter Point",450
"10 Hollingsworth Avenue, Koondoola",729
"10 Hollister Way, Noranda",700
"10 Hope Crescent, Lesmurdie",2413
"10 Horner Way, Herne Hill",809
"10 Horrocks Road, Booragoon",405
"10 Horslay Way, Noranda",701
"10 Hovea Crescent, Walliston",1004
"10 Hubert Street, Guildford",372
"10 Hugh Street, Guildford",371
"10 Hynes Court, Huntingdale",603
"10 Hynes Way, Hamilton Hill",751
"10 Indiana Parade, Singleton",809
"10 Indus Vista, Alkimos",375
"10 Instone Street, Hilton",455
"10 Iolanthe Street, Swanbourne",314
"10 Irene Place, Beldon",717
"10 Irvine Street, Peppermint Grove",1678
"10 Jackman Street, Willagee",482
"10 James Avenue, Hazelmere",1399
"10 James Road, Swanbourne",1009
"10 Janeville Place, South Guildford",590
"10 Jarman Avenue, Manning",450
"10 Jecks Street, Maida Vale",582
"10 Jedburgh Loop, Sinagra",245
"10 Jenkyn Circle, Landsdale",715
"10 Jimbell Street, Mosman Park",816
"10 Jinan Road, Huntingdale",500
"10 Jindabyne Street, Hilbert",416
"10 Joel Way, Wanneroo",576
"10 John Street, Cottesloe",249
"10 Johnson Street, Guildford",668
"10 Johnston Way, Padbury",763
"10 Jordan Street, Haynes",364
"10 Kabiana Way, Dayton",225
"10 Kakadu Rest, Bertram",663
"10 Kallatina Drive, Iluka",504
"10 Kamara Court, Wanneroo",684
"10 Kaputar Court, Ballajura",517
"10 Karamarra Place, Kingsley",692
"10 Kardier Mews, Viveash",900
"10 Kardinya Road, Kardinya",701
"10 Kari Court, Camillo",873
"10 Karla Place, City Beach",821
"10 Karst Elbow, Alexander Heights",472
"10 Keans Avenue, Sorrento",564
"10 Kearsley Rise, Murdoch",747
"10 Kenneally Circuit, Salter Point",650
"10 Kerior Street, Mullaloo",844
"10 Kerries Link, The Vines",768
"10 Kessell Lane, Beldon",744
"10 Kiah Mews, Canning Vale",700
"10 Killaloe Place, Waterford",810
"10 Kilmaine Road, Ridgewood",549
"10 Kingsland Avenue, City Beach",1235
"10 Kingston Heath Mews, Jandakot",641
"10 Kingsway, Nedlands",883
"10 Kinross Crescent, Floreat",835
"10 Kinta Street, City Beach",261
"10 Kinvara Way, Ridgewood",425
"10 Kirkley Pass, Aveley",510
"10 Kirribilli Court, Kallaroo",851
"10 Klem Avenue, Redcliffe",420
"10 Knoll Place, Kiara",594
"10 Knutsford Street, Swanbourne",550
"10 Koolyanga Road, Mullaloo",450
"10 Korovin Drive, Ashby",570
"10 Kullaroo Court, Hillman",699
"10 Kunzea Close, Maida Vale",451
"10 Kurrat Elbow, South Guildford",717
"10 Kurrawa Street, Hillman",713
"10 Kwilena Avenue, Wattle Grove",609
"10 La Grange Loop, Currambine",662
"10 Lakewood Avenue, Ascot",385
"10 Lambert Street, Alfred Cove",504
"10 Landbeach Boulevard, Butler",594
"10 Lansby Court, Riverton",436
"10 Laslett Circle, Mundaring",2009
"10 Latham Street, Ashfield",744
"10 Lautrec Loop, Ashby",450
"10 Lavalle Rise, South Lake",700
"10 Laverick Street, Haynes",559
"10 Leanne Close, Woodvale",703
"10 Leatherwood Way, Huntingdale",522
"10 Ledden Court, Success",762
"10 Lee Avenue, Hilton",892
"10 Leghorn Road, Orelia",732
"10 Leithdale Road, Darlington",2315
"10 Letterkenny Way, Hilbert",400
"10 Levey Rise, Winthrop",938
"10 Leyland Street, St James",722
"10 Limerick Way, Fremantle",340
"10 Litoria Drive, Wandi",445
"10 Little Rush Close, South Lake",716
"10 LIVONIA Street, Brabham",457
"10 Lodge Court, Cockburn Central",584
"10 Logwood Avenue, Port Kennedy",606
"10 Lonnie Street, Daglish",847
"10 Looranah Street, Mount Nasura",701
"10 Lowell Street, Secret Harbour",578
"10 Lucca Court, Coogee",1281
"10 Lucinda Court, Huntingdale",654
"10 Mabena Place, Ocean Reef",785
"10 Macedonia Place, North Perth",204
"10 Madge Way, Leda",600
"10 Madras Crescent, Port Kennedy",478
"10 Mallaig Place, Warwick",705
"10 Mallina Circuit, Carramar",502
"10 Manhattan Avenue, Iluka",736
"10 Manston Road, Thornlie",807
"10 Manyleaf Link, Banksia Grove",440
"10 Mapleton Street, Stirling",822
"10 Mardella Street, Coolbinia",728
"10 Marengo Close, Aveley",720
"10 Marie Court, Atwell",600
"10 Marigold Place, Yangebup",712
"10 Marlock Place, Woodlands",845
"10 Maroubra Parade, Secret Harbour",612
"10 Marra Way, South Lake",548
"10 Martini Way, Tapping",574
"10 Mary Street, Highgate",409
"10 Mary Street, Watermans Bay",440
"10 Massenger Street, Madeley",576
"10 Maverick Promenade, Shoalwater",553
"10 McGuigan Circle, Redcliffe",488
"10 McKeon Street, Redcliffe",530
"10 McLeod Street, Lockridge",443
"10 McNeil Grove, Jarrahdale",928
"10 Meadow Lane, Parkerville",1851
"10 Meath Mews, Mosman Park",431
"10 Meek Court, Gosnells",958
"10 Melbourne Close, Port Kennedy",517
"10 Meredith Way, Koondoola",690
"10 Merens Terrace, Henley Brook",640
"10 Messenger Street, Kelmscott",1139
"10 Midlothian Crescent, Kinross",519
"10 Midsummer Avenue, Jindalee",460
"10 Midway Street, Riverton",344
"10 Millenden Street, East Fremantle",620
"10 Miller Place, Booragoon",695
"10 Milos Loop, Spearwood",658
"10 Miltona Drive, Secret Harbour",599
"10 Mimbalup Close, Hillman",798
"10 Moira Mews, Stratton",448
"10 Monaco Avenue, North Lake",727
"10 Monaro Way, Hocking",549
"10 Monota Avenue, Shelley",389
"10 Monroe Turn, Success",612
"10 Moorhouse Street, Willagee",756
"10 Moyle Place, Hillarys",659
"10 Murry Mews, Leda",595
"10 Myrtle Street, Walliston",1021
"10 Nankeen Elbow, Beeliar",360
"10 Napier Place, Brookdale",947
"10 Naree Road, Wilson",860
"10 Narrien Loop, Hocking",630
"10 Narrier Close, South Guildford",546
"10 Nathaniel Way, Orelia",731
"10 Navigator Drive, Singleton",580
"10 Newcomen Road, Stirling",510
"10 Newell Place, Cooloongup",685
"10 Nolan Crescent, Gwelup",491
"10 Noonan Court, Willetton",742
"10 Norman Street, Bellevue",751
"10 Norrie Court, Koondoola",692
"10 North Lake Road, Alfred Cove",1013
"10 Nunney Road, Orelia",560
"10 Oakbank Crescent, Butler",595
"10 Oakdene Drive, Madeley",606
"10 Oakfield Gardens, Parmelia",577
"10 Oakleaf Circle, Mirrabooka",684
"10 Ocean View Road, Edgewater",742
"10 Omaroo Terrace, City Beach",360
"10 Onslow Road, Shenton Park",268
"10 Opal Place, Riverton",826
"10 Orient Street, South Fremantle",473
"10 Osaka Loop, Hocking",564
"10 Oslo Street, Hocking",549
"10 Otway Street, Swanbourne",404
"10 Outlook Close, Helena Valley",2039
"10 Palermo Court, Merriwa",610
"10 Pandora Way, Waikiki",702
"10 Pannell Road, Bateman",769
"10 Paris Gardens, Hocking",555
"10 Park Road, Midvale",684
"10 Patenier Street, Ashby",582
"10 Paton Mews, Quinns Rocks",674
"10 Peirse Way, Marmion",503
"10 Pelham Lane, Henley Brook",640
"10 Pendleton Crescent, Butler",510
"10 Penelope Place, Innaloo",341
"10 Peoples Avenue, Gooseberry Hill",1498
"10 Persian Grove, Karnup",450
"10 Persian Street, Eglinton",313
"10 Perugino Avenue, Landsdale",590
"10 Peterkin Mews, Stratton",384
"10 Petworth Drive, The Vines",680
"10 Phoenix Terrace, Hocking",560
"10 PIEDMONT Way, Brabham",350
"10 Pigeon Court, Langford",677
"10 Pigott Street, Armadale",708
"10 Pinnacle Road, Coogee",432
"10 Plane Tree Grove, O'Connor",474
"10 Playford Mews, Landsdale",835
"10 Poa Way, Baldivis",579
"10 Podger Way, Brookdale",429
"10 Poinsettia Grove, South Lake",701
"10 Pompei Crescent, Stirling",495
"10 Pope Mews, North Lake",767
"10 Portland Way, Ridgewood",630
"10 Portmarnock Drive, The Vines",1520
"10 Portofino Turn, Ellenbrook",411
"10 Prescott Court, Parkwood",533
"10 Press Street, Yanchep",450
"10 Primus Place, Warnbro",531
"10 Priory Road, Maida Vale",844
"10 Protector Grove, Roleystone",2000
"10 Prudhoe Mews, Ridgewood",554
"10 Purdom Road, Wembley Downs",846
"10 Pya Place, Joondalup",890
"10 Pymore Crescent, Butler",407
"10 Pyrmont Place, Greenmount",717
"10 Queenscliff Court, Kallaroo",775
"10 Queenslea Drive, Claremont",1201
"10 Quincy Loop, Iluka",650
"10 Quindalup Court, Hillman",699
"10 Quondong Close, Kenwick",629
"10 Rainsby Crescent, Ellenbrook",271
"10 Raphael Street, Subiaco",240
"10 Rason Court, Seville Grove",500
"10 Redcloud Ridge, Merriwa",520
"10 Regatta Boulevard, Champion Lakes",344
"10 Rendition Place, Redcliffe",535
"10 Renoir Lane, Currambine",622
"10 Renshaw Boulevard, Clarkson",679
"10 Rhone Place, Beechboro",772
"10 Rigoll Court, Mundijong",905
"10 Rimmington Court, South Lake",533
"10 Ritan Lane, Brabham",225
"10 Riverlinks Drive, Clarkson",472
"10 Rivett Way, Brentwood",802
"10 Robertson Road, Gooseberry Hill",2182
"10 Robertson Street, Hazelmere",2070
"10 Robinia Rise, Helena Valley",1312
"10 Robins Road, Kalamunda",1672
"10 Romaine Loop, Darch",344
"10 Romano Crescent, Iluka",666
"10 Rosalind Court, Rossmoyne",896
"10 Rosedale Vista, Hocking",455
"10 Rosegreen Avenue, Butler",773
"10 Rowell Gardens, High Wycombe",551
"10 Rushby Way, Samson",891
"10 Samos Place, Mindarie",741
"10 Samphire Street, Ascot",528
"10 Sanctuary Drive, Bertram",525
"10 Sandow Green, Clarkson",612
"10 Sandstone Place, Marmion",702
"10 Sanford Court, Heathridge",750
"10 Sanford Court, Lockridge",356
"10 Santina Place, Queens Park",406
"10 Saxon Link, Aveley",617
"10 Scarlet Close, Tapping",479
"10 Schaffers Place, Thornlie",774
"10 Second Avenue, Woodbridge",683
"10 Sedgman Mews, Murdoch",701
