ADDRESS,NEAREST_SCH
"1 Pelion Court, Middle Swan",LA SALLE COLLEGE
"1 Penn Lane, Hammond Park",ATWELL COLLEGE
"1 Penson Street, Singleton",MANDURAH BAPTIST COLLEGE
"1 Pera Mews, Beldon",BELRIDGE SECONDARY COLLEGE
"1 Peter Way, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"1 Piermont Avenue, Burns Beach",LAKE JOONDALUP BAPTIST COLLEGE
"1 Pimelea Rise, Beeliar",DIVINE MERCY COLLEGE
"1 Pixie Place, Two Rocks",YANCHEP SECONDARY COLLEGE
"1 Platypus Parkway, Beeliar",DIVINE MERCY COLLEGE
"1 Plover Way, Stirling",BALCATTA SENIOR HIGH SCHOOL
"1 Poinsettia Grove, South Lake",LAKELAND SENIOR HIGH SCHOOL
"1 Point Link, Alkimos",BUTLER COLLEGE
"1 Polglase Fairway, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"1 Portland Way, Ridgewood",ALKIMOS BAPTIST COLLEGE
"1 Portsea Gardens, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"1 Presto Close, Quinns Rocks",ALKIMOS BAPTIST COLLEGE
"1 Printer Street, Dianella",CARMEL SCHOOL
"1 Pursuit Close, Middle Swan",SWAN CHRISTIAN COLLEGE
"1 Purvis Street, Hamilton Hill",SETON CATHOLIC COLLEGE
"1 Quail Place, Langford",LANGFORD ISLAMIC COLLEGE
"1 Quenda Close, Beeliar",DIVINE MERCY COLLEGE
"1 Ragtime Court, Ascot",CYRIL JACKSON SENIOR CAMPUS
"1 Ramose Close, Heathridge",BELRIDGE SECONDARY COLLEGE
"1 Reflection Mews, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"1 Regatta Way, Alkimos",YANCHEP SECONDARY COLLEGE
"1 Regent Court, Cockburn Central",EMMANUEL CATHOLIC COLLEGE
"1 Reginald Street, Queens Park",ST NORBERT COLLEGE
"1 Reilly Street, Singleton",MANDURAH BAPTIST COLLEGE
"1 Reinagle Street, Ashby",JOSEPH BANKS SECONDARY COLLEGE
"1 Repens Way, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"1 Reserve Street, Bicton",SANTA MARIA COLLEGE
"1 Retchford Way, Queens Park",ST NORBERT COLLEGE
"1 Reuben Street, Beaconsfield",FREMANTLE COLLEGE
"1 Riber Court, Carine",CARINE SENIOR HIGH SCHOOL
"1 Richards Crescent, Craigie",BELRIDGE SECONDARY COLLEGE
"1 Rigoll Court, Mundijong",COURT GRAMMAR SCHOOL
"1 Ringarooma Way, Willetton",ONESCHOOL GLOBAL WA
"1 Ringmer Way, Westminster",DIANELLA SECONDARY COLLEGE
"1 River Bank Boulevard, South Guildford",GUILDFORD GRAMMAR SCHOOL
"1 River Bed Pass, Wilson",FOUNTAIN COLLEGE
"1 Riverdale Road, Helena Valley",YOUTH FUTURES COMMUNITY SCHOOL
"1 Robert Street, Dalkeith",CHRIST CHURCH GRAMMAR SCHOOL
"1 Robyn Street, Morley",MORLEY SENIOR HIGH SCHOOL
"1 ROKER Way, Brabham",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"1 Romani Court, Lockridge",KIARA COLLEGE
"1 Rosalind Court, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"1 Rose Bay Court, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"1 ROSTRATUS Link, Dayton",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"1 Rothsay Crescent, Menora",MOUNT LAWLEY SENIOR HIGH SCHOOL
"1 Rowe Place, Noranda",MORLEY SENIOR HIGH SCHOOL
"1 Royal Melbourne Avenue, Connolly",PRENDIVILLE CATHOLIC COLLEGE
"1 Royce Grove, Booragoon",APPLECROSS SENIOR HIGH SCHOOL
"1 Ruby Avenue, Langford",LANGFORD ISLAMIC COLLEGE
"1 Ruby Court, Mount Richon",ARMADALE SENIOR HIGH SCHOOL
"1 Rudge Place, Lockridge",KIARA COLLEGE
"1 Sabro Lane, Caversham",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"1 Salamanca Parkway, Port Kennedy",WARNBRO COMMUNITY HIGH SCHOOL
"1 Salisbury Road, Beechboro",KIARA COLLEGE
"1 Salmond Way, Bull Creek",ALL SAINTS' COLLEGE
"1 Salvin Road, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"1 Samos Place, Mindarie",YOUTH FUTURES COMMUNITY SCHOOL
"1 Sandalford Drive, Beldon",BELRIDGE SECONDARY COLLEGE
"1 Sandridge Street, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"1 Sandringham Street, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"1 Sapium Way, Woodvale",WOODVALE SECONDARY COLLEGE
"1 Scarcliffe Way, Carine",CARINE SENIOR HIGH SCHOOL
"1 Scott Street, Kewdale",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"1 Seabreeze Avenue, Burns Beach",YOUTH FUTURES COMMUNITY SCHOOL
"1 Seaflight Court, Heathridge",BELRIDGE SECONDARY COLLEGE
"1 Searle Road, Ardross",APPLECROSS SENIOR HIGH SCHOOL
"1 Sedge Link, Atwell",ATWELL COLLEGE
"1 Sellenger Avenue, Samson",SETON CATHOLIC COLLEGE
"1 Seton Lane, Kinross",YOUTH FUTURES COMMUNITY SCHOOL
"1 Shackleton Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"1 Sheppard Way, Marmion",SACRED HEART COLLEGE
"1 Shiralee Bend, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"1 Shoal Court, Coogee",PORT SCHOOL
"1 Short Street, North Beach",ST MARY'S ANGLICAN GIRLS' SCHOOL
"1 Silica Road, Wattle Grove",DARLING RANGE SPORTS COLLEGE
"1 Silky Lane, Wandi",GILMORE COLLEGE
"1 Simon Place, City Beach",NEWMAN COLLEGE
"1 Sistina Road, Ashby",WANNEROO SECONDARY COLLEGE
"1 Skottowe Parkway, Parmelia",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"1 Skye Lane, Ellenbrook",HOLY CROSS COLLEGE
"1 Smailes Elbow, Brookdale",ARMADALE SENIOR HIGH SCHOOL
"1 Smitherson Street, Noranda",MORLEY SENIOR HIGH SCHOOL
"1 Smullin Street, Hamilton Hill",PORT SCHOOL
"1 SNOWY RISE, Hammond Park",ATWELL COLLEGE
"1 Solly Court, Bull Creek",ALL SAINTS' COLLEGE
"1 Spargo Street, Myaree",MELVILLE SENIOR HIGH SCHOOL
"1 Spring Hill, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"1 Spruce Place, Thornlie",THORNLIE SENIOR HIGH SCHOOL
"1 Spruce Terrace, Aubin Grove",ATWELL COLLEGE
"1 St Fillans Bend, Wanneroo",ALTA-1
"1 St Ives Loop, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"1 Stephen Street, Queens Park",ST NORBERT COLLEGE
"1 Stitfold Promenade, Salter Point",AQUINAS COLLEGE
"1 Stokesay Street, Orelia",GILMORE COLLEGE
"1 Strathmore Parkway, Ellenbrook",HOLY CROSS COLLEGE
"1 Strathpine Chase, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"1 Strelley Lane, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"1 Stretton Way, Kenwick",REHOBOTH CHRISTIAN COLLEGE
"1 Strickland Court, Coogee",PORT SCHOOL
"1 Styne Road, City Beach",NEWMAN COLLEGE
"1 Success Crescent, Salter Point",AQUINAS COLLEGE
"1 Sumich Gardens, Coogee",PORT SCHOOL
"1 Swallow Grove, Waikiki",SOUTH COAST BAPTIST COLLEGE
"1 Sweeney Way, Padbury",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"1 Talisker Mews, Ballajura",BALLAJURA COMMUNITY COLLEGE
"1 Tall Karri Close, Camillo",KELMSCOTT SENIOR HIGH SCHOOL
"1 Tattler Place, Huntingdale",SOUTHERN RIVER COLLEGE
"1 Taylor Street, White Gum Valley",FREMANTLE COLLEGE
"1 Teetree Court, Beechboro",KIARA COLLEGE
"1 Temple Mews, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"1 Tenella Mews, Warnbro",WARNBRO COMMUNITY HIGH SCHOOL
"1 Tennyson Street, Bellevue",SWAN VIEW SENIOR HIGH SCHOOL
"1 Tetbury Road, Butler",IRENE MCCORMACK CATHOLIC COLLEGE
"1 The Mead, Kiara",KIARA COLLEGE
"1 The Mews, Kardinya",KENNEDY BAPTIST COLLEGE
"1 Thomas Hamilton Avenue, Mirrabooka",ST ANDREW'S GRAMMAR
"1 Thorman Place, Booragoon",APPLECROSS SENIOR HIGH SCHOOL
"1 Thornbill Loop, Beeliar",DIVINE MERCY COLLEGE
"1 Thurlow Avenue, Yokine",CARMEL SCHOOL
"1 Till Street, Herne Hill",SWAN CHRISTIAN COLLEGE
"1 Tintern Road, Ashby",WANNEROO SECONDARY COLLEGE
"1 Tippett Court, Willetton",ONESCHOOL GLOBAL WA
"1 Tiwi Court, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"1 Tolbury Retreat, Kiara",KIARA COLLEGE
"1 Torre Link, Darch",ASHDALE SECONDARY COLLEGE
"1 Torridon Loop, Wanneroo",ALTA-1
"1 Treaty Oak Cove, Bibra Lake",PERTH WALDORF SCHOOL
"1 Treave Street, Cloverdale",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"1 Triller Road, Bennett Springs",KIARA COLLEGE
"1 Trilogy Court, The Vines",HOLY CROSS COLLEGE
"1 Trona Place, Forrestfield",DARLING RANGE SPORTS COLLEGE
"1 Tropicana Way, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"1 Troy Avenue, Marmion",SACRED HEART COLLEGE
"1 Tucker Street, Medina",GILMORE COLLEGE
"1 Tuckeroo Parade, Helena Valley",YOUTH FUTURES COMMUNITY SCHOOL
"1 Tullow Road, Floreat",NEWMAN COLLEGE
"1 Turner Parkway, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"1 Turner Street, Warnbro",LIVING WATERS LUTHERAN COLLEGE
"1 TWIN VIEW, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"1 Umina Street, High Wycombe",DARLING RANGE SPORTS COLLEGE
"1 Valencia Avenue, Churchlands",CHURCHLANDS SENIOR HIGH SCHOOL
"1 Vantage Way, Burswood",TRINITY COLLEGE
"1 Veldt Mews, Mirrabooka",MERCY COLLEGE
"1 Venetian Way, Baldivis",BALDIVIS SECONDARY COLLEGE
"1 Verve Court, Marmion",SACRED HEART COLLEGE
"1 Vilamour Close, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"1 Viola Place, Beechboro",KIARA COLLEGE
"1 Violet Street, Middle Swan",LA SALLE COLLEGE
"1 Virgilia Terrace, South Lake",LAKELAND SENIOR HIGH SCHOOL
"1 Voyager Link, Pearsall",ALTA-1
"1 Wake Court, Redcliffe",BELMONT CITY COLLEGE
"1 Wallace Street, Mundijong",COURT GRAMMAR SCHOOL
"1 Wambiri Close, South Lake",LAKELAND SENIOR HIGH SCHOOL
"1 Warlu Place, High Wycombe",DARLING RANGE SPORTS COLLEGE
"1 Warnt Court, South Guildford",GUILDFORD GRAMMAR SCHOOL
"1 Waterway Crescent, Ascot",BELMONT CITY COLLEGE
"1 Wattle Court, Mahogany Creek",MUNDARING CHRISTIAN COLLEGE
"1 Waugh Court, North Lake",NORTH LAKE SENIOR CAMPUS
"1 Wayford Circle, Hocking",WANNEROO SECONDARY COLLEGE
"1 Webb Street, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"1 Weema Court, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"1 Weetman Cove, Cannington",ST NORBERT COLLEGE
"1 Wendo Court, Hillman",KOLBE CATHOLIC COLLEGE
"1 Wenstead Place, Stratton",SWAN VIEW SENIOR HIGH SCHOOL
"1 Werri Place, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"1 Wescap Rise, Merriwa",QUINNS BAPTIST COLLEGE
"1 Whelk Place, Mullaloo",BELRIDGE SECONDARY COLLEGE
"1 White Place, Subiaco",PERTH MODERN SCHOOL
"1 White Street, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"1 Whitehouse Drive, Koondoola",MERCY COLLEGE
"1 Wildwood Mews, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"1 Willard Circuit, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"1 Williams Court, Melville",MELVILLE SENIOR HIGH SCHOOL
"1 Williamson Way, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"1 Willow Way, Gooseberry Hill",HILLSIDE CHRISTIAN COLLEGE
"1 Wilson Lane, Bateman",CORPUS CHRISTI COLLEGE
"1 Wimbledon Drive, Kingsley",ST STEPHEN'S SCHOOL
"1 Windoo Place, Koongamia",SWAN VIEW SENIOR HIGH SCHOOL
"1 Windoo Road, Parkerville",HELENA COLLEGE
"1 Wintergreene Drive, Bennett Springs",KIARA COLLEGE
"1 Wissota Pass, Secret Harbour",COMET BAY COLLEGE
"1 Woodbine Loop, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"1 Woodbine Terrace, Mirrabooka",MERCY COLLEGE
"1 Woodfield Close, Mount Helena",EASTERN HILLS SENIOR HIGH SCHOOL
"1 Woodlands Way, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"1 Woolmore Cross, Atwell",ATWELL COLLEGE
"1 Yallambee Place, Karawara",COMO SECONDARY COLLEGE
"1 Yilgarn Street, White Gum Valley",FREMANTLE COLLEGE
"1 Yule Street, City Beach",HALE SCHOOL
"1 Zamia Road, Gooseberry Hill",KALAMUNDA SENIOR HIGH SCHOOL
"1 Zanzibar Loop, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"1/1 Coolgardie Street, West Perth",ST GEORGE'S ANGLICAN GRAMMAR SCHOOL
"1/1 French Street, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"1/1 Lentona Road, Attadale",MELVILLE SENIOR HIGH SCHOOL
"1/1 Muriel Avenue, Woodlands",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"1/1 Wingfield Avenue, Crawley",SHENTON COLLEGE
"1/10 Gibson Street, Mount Pleasant",APPLECROSS SENIOR HIGH SCHOOL
"1/11 Adamson Road, Brentwood",ALL SAINTS' COLLEGE
"1/11 Elvire Street, Viveash",LA SALLE COLLEGE
"1/11 Stott Close, Armadale",SOWILO COMMUNITY HIGH SCHOOL
"1/11 Waterway Crescent, Ascot",BELMONT CITY COLLEGE
"1/125 Swansea Street, East Victoria Park",KENT STREET SENIOR HIGH SCHOOL
"1/126 Telford Crescent, Stirling",BALCATTA SENIOR HIGH SCHOOL
"1/13 Helm Street, Mount Pleasant",AQUINAS COLLEGE
"1/13 Sorrento Street, North Beach",CARINE SENIOR HIGH SCHOOL
"1/14 Godwit Street, Queens Park",ST NORBERT COLLEGE
"1/14 Greenshank Drive, Joondalup",LAKE JOONDALUP BAPTIST COLLEGE
"1/14 Mineral Place, Forrestfield",DARLING RANGE SPORTS COLLEGE
"1/14a Norman Street, St James",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"1/15 Bredgar Way, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"1/15 Cook Street, Crawley",SHENTON COLLEGE
"1/15 Lisbon Court, Parkwood",LYNWOOD SENIOR HIGH SCHOOL
"1/157 Kinross Drive, Kinross",YOUTH FUTURES COMMUNITY SCHOOL
"1/159 Mcdonald Street, Joondanna",SERVITE COLLEGE
"1/16 Coneflower Corner, Churchlands",NEWMAN COLLEGE
"1/16 Leverburgh Street, Ardross",APPLECROSS SENIOR HIGH SCHOOL
"1/16 Tavistock Crescent, Lynwood",FOUNTAIN COLLEGE
"1/163 Tyler Street, Tuart Hill",SERVITE COLLEGE
"1/164 McDonald Street, Joondanna",SERVITE COLLEGE
"1/165 Canning Highway, South Perth",WESLEY COLLEGE
"1/17 Elizabeth Street, East Cannington",ST NORBERT COLLEGE
"1/17 Satellite Retreat, Kiara",KIARA COLLEGE
"1/18 Coongan Avenue, Greenmount",SWAN VIEW SENIOR HIGH SCHOOL
"1/18 Devon Way, Lynwood",LANGFORD ISLAMIC COLLEGE
"1/18 Mary Street, Highgate",PERTH COLLEGE
"1/182 Fulham Street, Kewdale",BELMONT CITY COLLEGE
"1/19 Drabble Road, Scarborough",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"1/19 Flora Terrace, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"1/19 Roseheath Boulevard, Kiara",KIARA COLLEGE
"1/19 Tamar Street, Palmyra",JOHN CURTIN COLLEGE OF THE ARTS
"1/20 Holton Way, Cannington",SEVENOAKS SENIOR COLLEGE
"1/202 Crawford Road, Inglewood",CHISHOLM CATHOLIC COLLEGE
"1/205 French Street, Tuart Hill",SERVITE COLLEGE
"1/208 Albert Street, Osborne Park",SERVITE COLLEGE
"1/21 Fletcher Street, Applecross",APPLECROSS SENIOR HIGH SCHOOL
"1/218 Westview Street, Scarborough",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"1/22 Ada Street, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"1/22 Harper Street, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"1/22 Manoff Road, Balcatta",SERVITE COLLEGE
"1/22 Prinsep Road, Melville",MELVILLE SENIOR HIGH SCHOOL
"1/22 Redgate Court, Kiara",KIARA COLLEGE
"1/23 Avonmore Terrace, Cottesloe",ST HILDA'S ANGLICAN SCHOOL FOR GIRLS
"1/23 Golf Road, Parkwood",LYNWOOD SENIOR HIGH SCHOOL
"1/24 Coventry Road, Shoalwater",ROCKINGHAM SENIOR HIGH SCHOOL
"1/24 Melinga Court, Karawara",CLONTARF ABORIGINAL COLLEGE
"1/242 French Street, Tuart Hill",SERVITE COLLEGE
"1/265 Kooyong Road, Kewdale",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"1/268 Guildford Road, Maylands",CHISHOLM CATHOLIC COLLEGE
"1/28 Alday Street, St James",KENT STREET SENIOR HIGH SCHOOL
"1/29 Money Road, Melville",MELVILLE SENIOR HIGH SCHOOL
"1/29 Seaforth Road, Shoalwater",SAFETY BAY SENIOR HIGH SCHOOL
"1/29 Spoonbill Place, Queens Park",SEVENOAKS SENIOR COLLEGE
"1/29 Stratford Street, East Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"1/3 Addlewell Glen, Kiara",KIARA COLLEGE
"1/3 Clive Road, Cottesloe",PRESBYTERIAN LADIES COLLEGE
"1/3 Hope Road, Palmyra",MELVILLE SENIOR HIGH SCHOOL
"1/3 Stockman Way, Cannington",ST NORBERT COLLEGE
"1/30 Milford Way, Nollamara",DIANELLA SECONDARY COLLEGE
"1/301 Oxford Street, Leederville",ARANMORE CATHOLIC COLLEGE
"1/31 Harvest Road, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"1/31 Mosaic Street, Shelley",CLONTARF ABORIGINAL COLLEGE
"1/31 Second Avenue, Kensington",KENT STREET SENIOR HIGH SCHOOL
"1/31 Troy Terrace, Daglish",SHENTON COLLEGE
"1/31 Villiers Street, Yokine",CARMEL SCHOOL
"1/32 Hubert Road, Maylands",PERTH COLLEGE
"1/326 Preston Point Road, Attadale",SANTA MARIA COLLEGE
"1/33 Holmesdale Road, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"1/33 Steward Way, Orelia",GILMORE COLLEGE
"1/335 Oxford Street, Leederville",ARANMORE CATHOLIC COLLEGE
"1/34 Banksia Street, Joondanna",SERVITE COLLEGE
"1/341 Wharf Street, Queens Park",ST NORBERT COLLEGE
"1/35 Collier Avenue, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"1/36 Wood Street, Inglewood",CHISHOLM CATHOLIC COLLEGE
"1/38 Brandon Street, Kensington",WESLEY COLLEGE
"1/38 Norman Street, St James",CANNING COLLEGE
"1/39 Beatty Avenue, East Victoria Park",ST CLARE'S SCHOOL
"1/39 Cape Street, Osborne Park",SERVITE COLLEGE
"1/39 Ferguson Street, Midvale",YOUTH FUTURES COMMUNITY SCHOOL
"1/4 Classic Rise, Pearsall",ALTA-1
"1/4 Lentona Road, Attadale",MELVILLE SENIOR HIGH SCHOOL
"1/4 Leslie Street, Cannington",SEVENOAKS SENIOR COLLEGE
"1/4 Manley Street, Cannington",SEVENOAKS SENIOR COLLEGE
"1/4 Talbot Road, Woodlands",CHURCHLANDS SENIOR HIGH SCHOOL
"1/40 Mica Mews, Wattle Grove",DARLING RANGE SPORTS COLLEGE
"1/41 Hooley Road, Midland",YOUTH FUTURES COMMUNITY SCHOOL
"1/41 Renwick Street, South Perth",WESLEY COLLEGE
"1/42 Byers Road, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"1/42 Cleopatra Street, Palmyra",MELVILLE SENIOR HIGH SCHOOL
"1/43 Ferguson Street, Middle Swan",SWAN CHRISTIAN COLLEGE
"1/43 John Street, Inglewood",PERTH COLLEGE
"1/46 Charles Street, Midland",LA SALLE COLLEGE
"1/48 Collier Avenue, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"1/48 Thelma Street, Como",PENRHOS COLLEGE
"1/49 Discovery Circuit, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"1/49 Rule Street, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"1/49 South Street, Kardinya",KENNEDY BAPTIST COLLEGE
"1/5 Arpent Link, Brabham",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"1/50 King Street, Coogee",PORT SCHOOL
"1/50 Monmouth Street, Mount Lawley",PERTH COLLEGE
"1/53 Carrington Street, Palmyra",JOHN CURTIN COLLEGE OF THE ARTS
"1/58 Second Avenue, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"1/584 Canning Highway, Attadale",APPLECROSS SENIOR HIGH SCHOOL
"1/6 Bellevue Terrace, West Perth",ST GEORGE'S ANGLICAN GRAMMAR SCHOOL
"1/6 Cato Street, Glendalough",BOLD PARK COMMUNITY SCHOOL
"1/6 Pearse Street, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"1/63 SAW AVENUE, Rockingham",ROCKINGHAM SENIOR HIGH SCHOOL
"1/63 Sayer Street, Midland",LA SALLE COLLEGE
"1/67 Upton Street, St James",CANNING COLLEGE
"1/69 Calais Road, Scarborough",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"1/69 Welwyn Avenue, Salter Point",AQUINAS COLLEGE
"1/7 Blandfield Way, Parkwood",ONESCHOOL GLOBAL WA
"1/7 Chidlow Street, Mount Helena",EASTERN HILLS SENIOR HIGH SCHOOL
"1/7 Hodgson Lane, Mundaring",MUNDARING CHRISTIAN COLLEGE
"1/79 Hardy Road, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"1/79 Sayer Street, Midland",LA SALLE COLLEGE
"1/8 Benson Court, Mount Nasura",SOWILO COMMUNITY HIGH SCHOOL
"1/8 Betula Street, Riverton",CLONTARF ABORIGINAL COLLEGE
"1/8 Burdett Retreat, Murdoch",CORPUS CHRISTI COLLEGE
"1/8 Sonia Street, Scarborough",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"1/86 Ivanhoe Street, Eden Hill",HAMPTON SENIOR HIGH SCHOOL
"1/9 Glencairn Way, Parkwood",LYNWOOD SENIOR HIGH SCHOOL
"1/94 Kathleen Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"1/95 Kent Street, Rockingham",ROCKINGHAM MONTESSORI SCHOOL
"1/96 North Beach Road, North Beach",CARINE SENIOR HIGH SCHOOL
"1/99 Roberts Road, Subiaco",PERTH MODERN SCHOOL
"10 Aberdare Way, Warwick",WARWICK SENIOR HIGH SCHOOL
"10 Abingdon Place, Kelmscott",KELMSCOTT SENIOR HIGH SCHOOL
"10 Abrolhos Drive, Heathridge",BELRIDGE SECONDARY COLLEGE
"10 Ada Street, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"10 Addingham Crescent, Bertram",THE KING'S COLLEGE
"10 Adelong Circuit, Merriwa",ALKIMOS BAPTIST COLLEGE
"10 Adonis Street, Mundijong",COURT GRAMMAR SCHOOL
"10 Aitken Place, Noranda",MORLEY SENIOR HIGH SCHOOL
"10 Albert Street, Bellevue",SWAN VIEW SENIOR HIGH SCHOOL
"10 Aleaha Brace, Aveley",HOLY CROSS COLLEGE
"10 Alford Way, Alkimos",BUTLER COLLEGE
"10 Altai Dale, Stratton",SWAN VIEW SENIOR HIGH SCHOOL
"10 Ameer Way, Beeliar",DIVINE MERCY COLLEGE
"10 Amery Road, Hocking",WANNEROO SECONDARY COLLEGE
"10 Andrews Way, Herne Hill",SWAN CHRISTIAN COLLEGE
"10 Anne Avenue, Walliston",ST BRIGID'S COLLEGE
"10 Anstey Street, Mundijong",COURT GRAMMAR SCHOOL
"10 Antigua Place, Southern River",PROVIDENCE CHRISTIAN COLLEGE
"10 Apara Place, Koongamia",SWAN VIEW SENIOR HIGH SCHOOL
"10 Aparri Way, Port Kennedy",WARNBRO COMMUNITY HIGH SCHOOL
"10 Appleby Drive, Darch",ASHDALE SECONDARY COLLEGE
"10 APPLETON Road, Piara Waters",CAREY BAPTIST COLLEGE
"10 Apsley Bend, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"10 Araucaria Boulevard, Byford",BYFORD SECONDARY COLLEGE
"10 Archdeacon Street, Nedlands",SHENTON COLLEGE
"10 Archimedes Crescent, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"10 Arkwell Street, Willagee",MELVILLE SENIOR HIGH SCHOOL
"10 Armitage Close, South Guildford",GUILDFORD GRAMMAR SCHOOL
"10 ARTARMON RISE, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"10 Astrolabe Way, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"10 Atkinson Road, Subiaco",PERTH MODERN SCHOOL
"10 Auborough Street, Doubleview",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"10 Aurora Drive, Atwell",ATWELL COLLEGE
"10 Axewood Place, Beechboro",KIARA COLLEGE
"10 Aylesbury Close, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"10 Baddesley Street, Butler",BUTLER COLLEGE
"10 Bahama Way, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"10 Ballymote Gardens, Ridgewood",IRENE MCCORMACK CATHOLIC COLLEGE
"10 Banchory Way, The Vines",HOLY CROSS COLLEGE
"10 Banksia Court, Bullsbrook",HOLY CROSS COLLEGE
"10 Barcelona Terrace, Hocking",WANNEROO SECONDARY COLLEGE
"10 Barcroft Court, Atwell",ATWELL COLLEGE
"10 Barnden Road, Helena Valley",YOUTH FUTURES COMMUNITY SCHOOL
"10 Barranduna Drive, Mount Nasura",JOHN CALVIN CHRISTIAN COLLEGE
"10 Barrington Avenue, Champion Lakes",KELMSCOTT SENIOR HIGH SCHOOL
"10 Barrington Street, West Leederville",PERTH MODERN SCHOOL
"10 Basedow Chase, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"10 Basico Avenue, Sinagra",WANNEROO SECONDARY COLLEGE
"10 Batavia Way, Salter Point",AQUINAS COLLEGE
"10 Bathgate Loop, Koondoola",MERCY COLLEGE
"10 Becket Court, Camillo",KELMSCOTT SENIOR HIGH SCHOOL
"10 Bedale Street, Dianella",JOHN FORREST SECONDARY COLLEGE
"10 Beechcroft Place, Camillo",KELMSCOTT SENIOR HIGH SCHOOL
"10 Beenan Elbow, South Guildford",GUILDFORD GRAMMAR SCHOOL
"10 Belaring Place, Kenwick",COMMUNICARE ACADEMY
