ADDRESS,YEAR_SOLD
"1/63 Sayer Street, Midland",2017
"1/67 Upton Street, St James",2018
"1/69 Calais Road, Scarborough",2020
"1/69 Welwyn Avenue, Salter Point",2018
"1/7 Blandfield Way, Parkwood",2017
"1/7 Chidlow Street, Mount Helena",2015
"1/7 Hodgson Lane, Mundaring",2018
"1/79 Hardy Road, Ashfield",2009
"1/79 Sayer Street, Midland",2016
"1/8 Benson Court, Mount Nasura",2015
"1/8 Betula Street, Riverton",2016
"1/8 Burdett Retreat, Murdoch",2016
"1/8 Sonia Street, Scarborough",2019
"1/86 Ivanhoe Street, Eden Hill",2015
"1/9 Glencairn Way, Parkwood",2016
"1/94 Kathleen Street, Bassendean",2020
"1/95 Kent Street, Rockingham",2020
"1/96 North Beach Road, North Beach",2015
"1/99 Roberts Road, Subiaco",2019
"10 Aberdare Way, Warwick",2017
"10 Abingdon Place, Kelmscott",2017
"10 Abrolhos Drive, Heathridge",2017
"10 Ada Street, Watermans Bay",2015
"10 Addingham Crescent, Bertram",2016
"10 Adelong Circuit, Merriwa",2016
"10 Adonis Street, Mundijong",2012
"10 Aitken Place, Noranda",2020
"10 Albert Street, Bellevue",2015
"10 Aleaha Brace, Aveley",2019
"10 Alford Way, Alkimos",2018
"10 Altai Dale, Stratton",2016
"10 Ameer Way, Beeliar",2017
"10 Amery Road, Hocking",2017
"10 Andrews Way, Herne Hill",2016
"10 Anne Avenue, Walliston",2012
"10 Anstey Street, Mundijong",2013
"10 Antigua Place, Southern River",2020
"10 Apara Place, Koongamia",2012
"10 Aparri Way, Port Kennedy",2019
"10 Appleby Drive, Darch",2017
"10 APPLETON Road, Piara Waters",2018
"10 Apsley Bend, Tapping",2017
"10 Araucaria Boulevard, Byford",2019
"10 Archdeacon Street, Nedlands",2017
"10 Archimedes Crescent, Tapping",2019
"10 Arkwell Street, Willagee",2017
"10 Armitage Close, South Guildford",2017
"10 ARTARMON RISE, Kallaroo",2020
"10 Astrolabe Way, Swan View",2019
"10 Atkinson Road, Subiaco",2018
"10 Auborough Street, Doubleview",2020
"10 Aurora Drive, Atwell",2019
"10 Axewood Place, Beechboro",2018
"10 Aylesbury Close, Jandakot",2019
"10 Baddesley Street, Butler",2020
"10 Bahama Way, Banksia Grove",2020
"10 Ballymote Gardens, Ridgewood",2018
"10 Banchory Way, The Vines",2018
"10 Banksia Court, Bullsbrook",2016
"10 Barcelona Terrace, Hocking",2019
"10 Barcroft Court, Atwell",2020
"10 Barnden Road, Helena Valley",2017
"10 Barranduna Drive, Mount Nasura",2017
"10 Barrington Avenue, Champion Lakes",2009
"10 Barrington Street, West Leederville",2018
"10 Basedow Chase, Banksia Grove",2017
"10 Basico Avenue, Sinagra",2017
"10 Batavia Way, Salter Point",2014
"10 Bathgate Loop, Koondoola",2015
"10 Becket Court, Camillo",2018
"10 Bedale Street, Dianella",2020
"10 Beechcroft Place, Camillo",2020
"10 Beenan Elbow, South Guildford",2017
"10 Belaring Place, Kenwick",2015
"10 Belfast Crescent, Ridgewood",2017
"10 Bellport Parade, Mindarie",2017
"10 Belvoir Place, Ballajura",2018
"10 Beor Way, Herne Hill",2009
"10 Berkeley Street, Heathridge",2017
"10 Berlotto Drive, Ashby",2016
"10 Berrigan Drive, South Lake",2018
"10 Bertram Street, Dianella",2020
"10 Beverley Street, Coolbinia",2009
"10 Biara Road, Yanchep",2018
"10 Bight Reefs Road, Singleton",2016
"10 Bilcich Gardens, Spearwood",2019
"10 Bilkurra Way, Mount Nasura",2019
"10 Billing Way, Caversham",2018
"10 Binar Court, South Guildford",2017
"10 Binden Place, Hamersley",2016
"10 Bingarra Close, Port Kennedy",2019
"10 Bingfield Road, Medina",2014
"10 Binnia Mews, Harrisdale",2019
"10 Birch Place, Stoneville",2020
"10 Birchgrove Court, Bibra Lake",2020
"10 Birkenhead Ridge, Mindarie",2020
"10 Bishop Close, Seville Grove",2020
"10 Bishop Riley Way, Churchlands",2018
"10 Blackboy Road, Greenmount",2017
"10 Blackman Road, Mount Pleasant",2019
"10 Bland Street, Kensington",2019
"10 Blenny Close, Cannington",2017
"10 Block Place, Ocean Reef",2018
"10 Bondini Way, Bibra Lake",2018
"10 Booligal Street, Lesmurdie",2017
"10 Bosbaan Place, Champion Lakes",2012
"10 Bowen Place, Stoneville",2015
"10 Boyd Street, Palmyra",2018
"10 Bradbury Place, Alexander Heights",2019
"10 Braden Way, Marmion",2012
"10 Brae Court, Cooloongup",2020
"10 Bramley Terrace, The Vines",2019
"10 Brantwood Turn, Wellard",2018
"10 Brassey Street, Swanbourne",2016
"10 Breton Court, Ballajura",2020
"10 Bricknell Road, Attadale",2018
"10 Bridges Rise, Kiara",2011
"10 Bridget Place, Shelley",2016
"10 Brigalow Way, Armadale",2020
"10 Brinckley Crescent, Koondoola",2018
"10 Bristow Street, Haynes",2014
"10 Broad Street, Kensington",2015
"10 Broadbeach Boulevard, Hillarys",2019
"10 Brolga Court, Beeliar",2018
"10 Broomhall Way, Noranda",2017
"10 Brumby Avenue, Henley Brook",2014
"10 Bruny Meander, Wandi",2015
"10 Bungalow Court, Peppermint Grove",2007
"10 Burleigh Drive, Burns Beach",2017
"10 Burnettia Lane, Mount Claremont",2019
"10 Burtonia Place, Canning Vale",2020
"10 BUTCHART TURN, Aubin Grove",2016
"10 Byfield Road, Parkerville",2016
"10 Cadoux Loop, Hocking",2018
"10 Calabar Court, Merriwa",2016
"10 Cale Court, Maddington",2017
"10 Calgary Place, Kingsley",2019
"10 Calume Street, Hillman",2017
"10 Campbell Court, Noranda",2019
"10 Campion Crescent, Attadale",2020
"10 Campolino Gardens, Stratton",2017
"10 Camrose Lane, Darch",2019
"10 Cantrell Circuit, Landsdale",2018
"10 Cape Gardens, Ellenbrook",2020
"10 Cape Le Grand Avenue, Aubin Grove",2016
"10 Carnforth Road, Butler",2020
"10 Carrick Way, Kinross",2019
"10 Cassidae Terrace, Karrinyup",2020
"10 Castledene Way, Tapping",2019
"10 Castroreale Boulevard, Sinagra",2018
"10 Cathedral Link, Aubin Grove",2018
"10 Celtic Crescent, Shoalwater",2018
"10 Cereza Lane, Caversham",2020
"10 Cerulean Road, Karnup",2014
"10 Cestrum Rise, South Lake",2016
"10 Chalk Elbow, Pearsall",2015
"10 Charles Street, South Fremantle",2015
"10 Chauvel Court, Kiara",2012
"10 Chelmorton Loop, Carine",2016
"10 Chelmsford Road, Mount Lawley",2020
"10 Chenile Mews, Mirrabooka",2016
"10 Chervil Bend, Wattle Grove",2017
"10 Chesapeake Parade, Port Kennedy",2019
"10 Chesterfield Avenue, Hocking",2017
"10 Chestnut Street, Guildford",2015
"10 Chile Way, Aubin Grove",2019
"10 Chinook Drive, Dayton",2016
"10 Chiswick Street, Wembley Downs",2018
"10 Chittawarra Court, Glen Forrest",2019
"10 Chivrell Rise, Gwelup",2017
"10 Choseley Place, Langford",2015
"10 Christina Street, Hazelmere",2013
"10 Christmas Avenue, Heathridge",2017
"10 Churton Crescent, Warwick",2016
"10 Citriadora Avenue, High Wycombe",2020
"10 Claiborne Road, Secret Harbour",2019
"10 Classroom Loop, Coolbellup",2019
"10 Clayden Street, Wooroloo",2009
"10 Clearview Avenue, Burns Beach",2016
"10 CLEMTON PLACE, Landsdale",2019
"10 Cleopatra Circuit, Bertram",2020
"10 Clifton Street, Kelmscott",2020
"10 Clint Way, Calista",2020
"10 Clyde Road, Menora",2006
"10 Clydesdale Street, Alfred Cove",2017
"10 Coatelan Drive, Stirling",2018
"10 Coleridge Place, North Lake",2008
"10 College Road, Claremont",2020
"10 Colne Way, Girrawheen",2016
"10 Cologne Gardens, Port Kennedy",2020
"10 Columba Place, Peppermint Grove",2016
"10 Como Way, Stirling",2020
"10 Congdon Way, Booragoon",2017
"10 Conimbla Lane, Aubin Grove",2018
"10 Coniston Bend, Waikiki",2019
"10 Coniston Drive, Ellenbrook",2020
"10 Connelly Place, Mount Helena",2016
"10 Conrad Way, Currambine",2019
"10 Continental Boulevard, Currambine",2016
"10 Coogan Close, Yangebup",2020
"10 Coolibah Drive, Greenwood",2018
"10 Copper Lane, Wattle Grove",2016
"10 Coralgum Green, South Lake",2016
"10 Corella Street, Lesmurdie",2016
"10 Cornell Place, East Cannington",2017
"10 Correa Way, Mirrabooka",2017
"10 Corrour Bend, Bertram",2019
"10 Cottontree Lane, Bennett Springs",2015
"10 Coulsen Close, Noranda",2017
"10 Cowper Street, Lynwood",2016
"10 Coyne Street, Mount Helena",2014
"10 Crab Cove, Mindarie",2020
"10 Crake Street, Ascot",2019
"10 Cranberry Way, Kenwick",2016
"10 Cranford Avenue, Mount Pleasant",2018
"10 Cranwell Road, Balcatta",2019
"10 Craven Street, Bedford",2018
"10 Cresswell Place, Quinns Rocks",2019
"10 Creswick Cross, Kiara",2007
"10 Crossway, Swan View",2018
"10 Crystal Turn, Bennett Springs",2016
"10 Crystalview Cove, Ballajura",2019
"10 Currawong Court, Bennett Springs",2016
"10 Currawong Crescent, Walliston",2013
"10 Curruthers Road, Mount Pleasant",2019
"10 Curtin Road, Marangaroo",2017
"10 Dacelo Vista, Waterford",2011
"10 Daly Circle, Langford",2015
"10 Dane Court, Brookdale",2015
"10 Daniels Place, Bertram",2020
"10 Darrowby Place, Sawyers Valley",2014
"10 Dartmouth Avenue, City Beach",2016
"10 DAVID STREET, Kensington",2018
"10 Daviesia Corner, Dayton",2015
"10 Davilak Crescent, Manning",2019
"10 Dawn Road, Walliston",2012
"10 De Grey Retreat, Jane Brook",2015
"10 Dean Street, Mount Helena",2017
"10 Denver Avenue, Madeley",2018
"10 Derry Lane, Mosman Park",2017
"10 Desertpea Road, Beeliar",2019
"10 Deverall Square, Hillarys",2019
"10 Dillwynia Bend, Banksia Grove",2019
"10 Direction Way, North Fremantle",2017
"10 Doherty Road, Coolbellup",2016
"10 Domain Court, Greenmount",2020
"10 Domeney Place, Landsdale",2020
"10 Donnelly Link, Jane Brook",2018
"10 Doriemus Road, Baldivis",2020
"10 Dorney Esplanade, Champion Lakes",2014
"10 Dowlan Way, Ellenbrook",2019
"10 Drummore Elbow, Stratton",2019
"10 Dublin Road, Darch",2016
"10 Duff Place, Booragoon",2017
"10 Dumsday Drive, Forrestdale",2013
"10 Dunmore Crescent, Harrisdale",2019
"10 Durrington Glade, Clarkson",2018
"10 Dusenberg Mews, Atwell",2018
"10 Duyfken Road, Jindalee",2016
"10 Eastbourne Street, Mosman Park",2019
"10 Edmund Way, Calista",2018
"10 Eildon Court, South Lake",2017
"10 Elbury Court, Kingsley",2019
"10 Elder Way, Bellevue",2016
"10 Eldon Close, Merriwa",2015
"10 Ellerby Way, Koondoola",2015
"10 Emperor Approach, Success",2018
"10 Emu Court, High Wycombe",2019
"10 Ennis Court, Orelia",2016
"10 Ensign Dale, Kelmscott",2020
"10 Erlon Way, Harrisdale",2019
"10 Erodium Place, Parkwood",2019
"10 Essington Street, Huntingdale",2018
"10 Ethel Street, Guildford",2017
"10 Etna Place, Rossmoyne",2013
"10 Ewart Street, Midvale",2019
"10 Excelsior Meander, Warnbro",2018
"10 Eyebright Court, Huntingdale",2016
"10 Fagan Street, Yokine",2018
"10 Fairview Street, Coogee",2020
"10 Fairywren Drive, Bennett Springs",2017
"10 Falkirk Avenue, Maylands",2020
"10 Fantail Avenue, Gwelup",2018
"10 Fantail Drive, Bibra Lake",2016
"10 Fantail Way, Huntingdale",2020
"10 Farrier Terrace, Henley Brook",2013
"10 Farringdon Way, Huntingdale",2017
"10 Fawn Way, Eglinton",2015
"10 Feldman Crescent, Parkerville",2020
"10 Field View, Bullsbrook",2019
"10 Finchley Terrace, Joondalup",2019
"10 Finlay Court, Rivervale",2019
"10 Finsbury Grove, Mount Claremont",2016
"10 Fintry Close, Kinross",2018
"10 Fionn Court, Ardross",2016
"10 Firefalls Close, Huntingdale",2016
"10 Flannan Place, Warwick",2017
"10 Fleetwood Link, Ellenbrook",2020
"10 Fletcher Street, Applecross",2019
"10 Folland Parade, Atwell",2019
"10 Fortview Road, Mount Claremont",2018
"10 Fourth Avenue, Rossmoyne",2017
"10 Frederic Street, Midland",2016
"10 Friarbird Terrace, Beeliar",2017
"10 Gaffin Way, Kwinana Town Centre",2013
"10 Gairloch Place, Joondalup",2020
"10 Galahad Way, Carine",2016
"10 gallipoli street, Lathlain",2014
"10 Gatton Way, Embleton",2017
"10 Gausson Turn, Ashby",2019
"10 Gemini Rise, Ocean Reef",2017
"10 Geoff Russell Avenue, Kinross",2018
"10 Georgetown Drive, Safety Bay",2018
"10 Gifford Mews, Currambine",2017
"10 Gilbreth Bend, Tapping",2020
"10 Giles Avenue, Padbury",2020
"10 GLADALAN Way, Piara Waters",2019
"10 Glen Iris Drive, Jandakot",2013
"10 Glenallen Way, Ellenbrook",2020
"10 Glenbawn Drive, South Lake",2015
"10 Glenfine Way, Carramar",2019
"10 Glenten Way, Ferndale",2020
"10 Glenwood Avenue, Helena Valley",2016
"10 Godin Court, Churchlands",2017
"10 Goldfinch Bend, Harrisdale",2018
"10 Goshawk Place, Huntingdale",2017
"10 Grace Pass, Bennett Springs",2014
"10 Granada Loop, Seville Grove",2017
"10 Grand Boulevard, Canning Vale",2020
"10 Graydon Grove, Leda",2014
"10 Greenville Street, Swanbourne",2020
"10 Greta Court, Cooloongup",2017
"10 Guernsey Court, Stratton",2018
"10 Gulli Court, Mount Claremont",2018
"10 Gwynne Corner, Jane Brook",2016
"10 Halse Place, Karrinyup",2020
"10 Hampshire Drive, Jindalee",2016
"10 Harden Park Trail, Carramar",2020
"10 Harley Terrace, Mosman Park",2017
"10 Harmony Avenue, Clarkson",2019
"10 Harrison Way, Calista",2010
"10 Harwood Street, Hilton",2017
"10 Hayward Parade, Coogee",2020
"10 Hazelmere Crescent, Hazelmere",2006
"10 Heard Way, Glendalough",2015
"10 Heathland Terrace, Ellenbrook",2020
"10 Helena Street, Guildford",2016
"10 Henderson Road, Stoneville",2015
"10 Hendy Green, Murdoch",2017
"10 Hennessy Drive, Ashby",2014
"10 Henniker Way, Koondoola",2017
"10 Henty Grove, Helena Valley",2020
"10 Hepworth Way, Noranda",2017
"10 Heywood Lane, North Coogee",2019
"10 Hibiscus Court, Churchlands",2015
"10 Hillcrest Court, Port Kennedy",2019
"10 Hindmarsh Way, Edgewater",2019
"10 Hindoo Elbow, Stratton",2016
"10 Hodge Court, Marmion",2015
"10 Hodges Street, Middle Swan",2013
"10 Hodgson Street, Tuart Hill",2020
"10 Hodnet Bend, The Vines",2018
"10 Hogg Avenue, Salter Point",2018
"10 Hollingsworth Avenue, Koondoola",2013
"10 Hollister Way, Noranda",2019
"10 Hope Crescent, Lesmurdie",2020
"10 Horner Way, Herne Hill",2010
"10 Horrocks Road, Booragoon",2018
"10 Horslay Way, Noranda",2020
"10 Hovea Crescent, Walliston",2009
"10 Hubert Street, Guildford",2015
"10 Hugh Street, Guildford",2012
"10 Hynes Court, Huntingdale",2018
"10 Hynes Way, Hamilton Hill",2020
"10 Indiana Parade, Singleton",2016
"10 Indus Vista, Alkimos",2019
"10 Instone Street, Hilton",2015
"10 Iolanthe Street, Swanbourne",2014
"10 Irene Place, Beldon",2020
"10 Irvine Street, Peppermint Grove",2016
"10 Jackman Street, Willagee",2017
"10 James Avenue, Hazelmere",2015
"10 James Road, Swanbourne",2015
"10 Janeville Place, South Guildford",2017
"10 Jarman Avenue, Manning",2016
"10 Jecks Street, Maida Vale",2018
"10 Jedburgh Loop, Sinagra",2020
"10 Jenkyn Circle, Landsdale",2018
"10 Jimbell Street, Mosman Park",2017
"10 Jinan Road, Huntingdale",2016
"10 Jindabyne Street, Hilbert",2015
"10 Joel Way, Wanneroo",2019
"10 John Street, Cottesloe",2017
"10 Johnson Street, Guildford",2016
"10 Johnston Way, Padbury",2018
"10 Jordan Street, Haynes",2014
"10 Kabiana Way, Dayton",2019
"10 Kakadu Rest, Bertram",2017
"10 Kallatina Drive, Iluka",2016
"10 Kamara Court, Wanneroo",2020
"10 Kaputar Court, Ballajura",2019
"10 Karamarra Place, Kingsley",2018
"10 Kardier Mews, Viveash",2011
"10 Kardinya Road, Kardinya",2020
"10 Kari Court, Camillo",2015
"10 Karla Place, City Beach",2019
"10 Karst Elbow, Alexander Heights",2016
"10 Keans Avenue, Sorrento",2018
"10 Kearsley Rise, Murdoch",2018
"10 Kenneally Circuit, Salter Point",2013
"10 Kerior Street, Mullaloo",2018
"10 Kerries Link, The Vines",2017
"10 Kessell Lane, Beldon",2018
"10 Kiah Mews, Canning Vale",2019
"10 Killaloe Place, Waterford",2010
"10 Kilmaine Road, Ridgewood",2017
"10 Kingsland Avenue, City Beach",2016
"10 Kingston Heath Mews, Jandakot",2016
"10 Kingsway, Nedlands",2018
"10 Kinross Crescent, Floreat",2017
"10 Kinta Street, City Beach",2018
"10 Kinvara Way, Ridgewood",2015
"10 Kirkley Pass, Aveley",2020
"10 Kirribilli Court, Kallaroo",2020
"10 Klem Avenue, Redcliffe",2020
"10 Knoll Place, Kiara",2016
"10 Knutsford Street, Swanbourne",2019
"10 Koolyanga Road, Mullaloo",2018
"10 Korovin Drive, Ashby",2015
"10 Kullaroo Court, Hillman",2013
"10 Kunzea Close, Maida Vale",2019
"10 Kurrat Elbow, South Guildford",2020
"10 Kurrawa Street, Hillman",2018
"10 Kwilena Avenue, Wattle Grove",2019
"10 La Grange Loop, Currambine",2018
"10 Lakewood Avenue, Ascot",2014
"10 Lambert Street, Alfred Cove",2019
"10 Landbeach Boulevard, Butler",2019
"10 Lansby Court, Riverton",2018
"10 Laslett Circle, Mundaring",2014
"10 Latham Street, Ashfield",2007
"10 Lautrec Loop, Ashby",2016
"10 Lavalle Rise, South Lake",2020
"10 Laverick Street, Haynes",2012
"10 Leanne Close, Woodvale",2018
"10 Leatherwood Way, Huntingdale",2019
"10 Ledden Court, Success",2020
"10 Lee Avenue, Hilton",2017
"10 Leghorn Road, Orelia",2018
"10 Leithdale Road, Darlington",2019
"10 Letterkenny Way, Hilbert",2016
"10 Levey Rise, Winthrop",2018
"10 Leyland Street, St James",2019
"10 Limerick Way, Fremantle",2019
"10 Litoria Drive, Wandi",2015
"10 Little Rush Close, South Lake",2018
"10 LIVONIA Street, Brabham",2018
"10 Lodge Court, Cockburn Central",2017
"10 Logwood Avenue, Port Kennedy",2018
"10 Lonnie Street, Daglish",2011
"10 Looranah Street, Mount Nasura",2014
"10 Lowell Street, Secret Harbour",2020
"10 Lucca Court, Coogee",2017
"10 Lucinda Court, Huntingdale",2016
"10 Mabena Place, Ocean Reef",2020
"10 Macedonia Place, North Perth",2019
"10 Madge Way, Leda",2014
"10 Madras Crescent, Port Kennedy",2020
"10 Mallaig Place, Warwick",2020
"10 Mallina Circuit, Carramar",2017
"10 Manhattan Avenue, Iluka",2020
"10 Manston Road, Thornlie",2018
"10 Manyleaf Link, Banksia Grove",2019
"10 Mapleton Street, Stirling",2020
"10 Mardella Street, Coolbinia",2009
"10 Marengo Close, Aveley",2019
"10 Marie Court, Atwell",2017
"10 Marigold Place, Yangebup",2018
"10 Marlock Place, Woodlands",2018
"10 Maroubra Parade, Secret Harbour",2019
"10 Marra Way, South Lake",2016
"10 Martini Way, Tapping",2019
"10 Mary Street, Highgate",2019
"10 Mary Street, Watermans Bay",2016
"10 Massenger Street, Madeley",2019
"10 Maverick Promenade, Shoalwater",2017
"10 McGuigan Circle, Redcliffe",2019
"10 McKeon Street, Redcliffe",2018
"10 McLeod Street, Lockridge",2016
"10 McNeil Grove, Jarrahdale",2016
"10 Meadow Lane, Parkerville",2014
"10 Meath Mews, Mosman Park",2019
"10 Meek Court, Gosnells",2019
"10 Melbourne Close, Port Kennedy",2018
"10 Meredith Way, Koondoola",2016
"10 Merens Terrace, Henley Brook",2012
"10 Messenger Street, Kelmscott",2019
"10 Midlothian Crescent, Kinross",2018
"10 Midsummer Avenue, Jindalee",2016
"10 Midway Street, Riverton",2017
"10 Millenden Street, East Fremantle",2017
"10 Miller Place, Booragoon",2017
"10 Milos Loop, Spearwood",2020
"10 Miltona Drive, Secret Harbour",2020
"10 Mimbalup Close, Hillman",2015
"10 Moira Mews, Stratton",2015
"10 Monaco Avenue, North Lake",2017
"10 Monaro Way, Hocking",2017
"10 Monota Avenue, Shelley",2017
"10 Monroe Turn, Success",2018
"10 Moorhouse Street, Willagee",2017
"10 Moyle Place, Hillarys",2020
"10 Murry Mews, Leda",2014
"10 Myrtle Street, Walliston",2006
"10 Nankeen Elbow, Beeliar",2017
"10 Napier Place, Brookdale",2015
"10 Naree Road, Wilson",2016
"10 Narrien Loop, Hocking",2017
"10 Narrier Close, South Guildford",2015
"10 Nathaniel Way, Orelia",2020
"10 Navigator Drive, Singleton",2015
"10 Newcomen Road, Stirling",2017
"10 Newell Place, Cooloongup",2016
"10 Nolan Crescent, Gwelup",2018
"10 Noonan Court, Willetton",2020
"10 Norman Street, Bellevue",2014
"10 Norrie Court, Koondoola",2016
"10 North Lake Road, Alfred Cove",2018
"10 Nunney Road, Orelia",2016
"10 Oakbank Crescent, Butler",2019
"10 Oakdene Drive, Madeley",2017
"10 Oakfield Gardens, Parmelia",2018
"10 Oakleaf Circle, Mirrabooka",2016
"10 Ocean View Road, Edgewater",2017
"10 Omaroo Terrace, City Beach",2016
"10 Onslow Road, Shenton Park",2018
"10 Opal Place, Riverton",2016
"10 Orient Street, South Fremantle",2017
"10 Osaka Loop, Hocking",2020
"10 Oslo Street, Hocking",2020
"10 Otway Street, Swanbourne",2015
"10 Outlook Close, Helena Valley",2016
"10 Palermo Court, Merriwa",2016
"10 Pandora Way, Waikiki",2018
"10 Pannell Road, Bateman",2014
"10 Paris Gardens, Hocking",2020
"10 Park Road, Midvale",2016
"10 Patenier Street, Ashby",2014
"10 Paton Mews, Quinns Rocks",2019
"10 Peirse Way, Marmion",2016
"10 Pelham Lane, Henley Brook",2020
"10 Pendleton Crescent, Butler",2020
"10 Penelope Place, Innaloo",2018
"10 Peoples Avenue, Gooseberry Hill",2019
"10 Persian Grove, Karnup",2013
"10 Persian Street, Eglinton",2018
"10 Perugino Avenue, Landsdale",2019
"10 Peterkin Mews, Stratton",2016
"10 Petworth Drive, The Vines",2017
"10 Phoenix Terrace, Hocking",2018
"10 PIEDMONT Way, Brabham",2017
"10 Pigeon Court, Langford",2016
"10 Pigott Street, Armadale",2018
"10 Pinnacle Road, Coogee",2019
"10 Plane Tree Grove, O'Connor",2019
"10 Playford Mews, Landsdale",2019
"10 Poa Way, Baldivis",2020
"10 Podger Way, Brookdale",2013
"10 Poinsettia Grove, South Lake",2015
"10 Pompei Crescent, Stirling",2017
"10 Pope Mews, North Lake",2016
"10 Portland Way, Ridgewood",2017
"10 Portmarnock Drive, The Vines",2018
"10 Portofino Turn, Ellenbrook",2020
"10 Prescott Court, Parkwood",2019
"10 Press Street, Yanchep",2019
"10 Primus Place, Warnbro",2020
"10 Priory Road, Maida Vale",2015
"10 Protector Grove, Roleystone",2020
"10 Prudhoe Mews, Ridgewood",2020
"10 Purdom Road, Wembley Downs",2017
"10 Pya Place, Joondalup",2019
"10 Pymore Crescent, Butler",2020
"10 Pyrmont Place, Greenmount",2018
"10 Queenscliff Court, Kallaroo",2016
"10 Queenslea Drive, Claremont",2020
"10 Quincy Loop, Iluka",2018
"10 Quindalup Court, Hillman",2010
"10 Quondong Close, Kenwick",2015
"10 Rainsby Crescent, Ellenbrook",2019
"10 Raphael Street, Subiaco",2019
"10 Rason Court, Seville Grove",2019
"10 Redcloud Ridge, Merriwa",2020
