"address","year_sold","bedrooms","land_area","price"
"1 Willow Way, Gooseberry Hill",2015,4,957,650000
"1 Wilson Lane, Bateman",2017,4,617,654000
"1 Wimbledon Drive, Kingsley",2020,4,700,627500
"1 Windoo Place, Koongamia",2006,3,751,292500
"1 Windoo Road, Parkerville",2013,4,2404,655000
"1 Wintergreene Drive, Bennett Springs",2020,4,666,492000
"1 Wissota Pass, Secret Harbour",2020,4,613,546000
"1 Woodbine Loop, Tapping",2020,4,700,500000
"1 Woodbine Terrace, Mirrabooka",2016,4,765,420000
"1 Woodfield Close, Mount Helena",2020,3,2000,435000
"1 Woodlands Way, Jandakot",2018,4,441,600000
"1 Yilgarn Street, White Gum Valley",2014,3,411,925000
"1 Yule Street, City Beach",2018,4,975,1550000
"1 Zanzibar Loop, Aveley",2020,3,687,540000
"1/1 Coolgardie Street, West Perth",2020,2,813,480000
"1/1 French Street, Ashfield",2017,3,345,455000
"1/1 Lentona Road, Attadale",2019,2,1982,419000
"1/1 Muriel Avenue, Woodlands",2016,4,270,960000
"1/1 Wingfield Avenue, Crawley",2015,1,221,950000
"1/10 Gibson Street, Mount Pleasant",2019,3,373,640000
"1/11 Adamson Road, Brentwood",2014,3,774,555000
"1/11 Elvire Street, Viveash",2014,3,396,400000
"1/11 Stott Close, Armadale",2020,3,2354,156500
"1/11 Waterway Crescent, Ascot",2015,3,462,482000
"1/125 Swansea Street, East Victoria Park",2018,3,442,430000
"1/126 Telford Crescent, Stirling",2020,3,265,615000
"1/13 Helm Street, Mount Pleasant",2019,3,364,807000
"1/13 Sorrento Street, North Beach",2017,3,183,850000
"1/14 Godwit Street, Queens Park",2016,3,1768,400000
"1/14 Greenshank Drive, Joondalup",2020,3,500,640000
"1/14 Mineral Place, Forrestfield",2018,3,440,341500
"1/14a Norman Street, St James",2016,3,266,450000
"1/15 Bredgar Way, Marangaroo",2019,3,500,340000
"1/15 Cook Street, Crawley",2016,3,1366,625000
"1/15 Lisbon Court, Parkwood",2018,3,1012,339000
"1/159 Mcdonald Street, Joondanna",2017,2,809,422000
"1/16 Leverburgh Street, Ardross",2019,4,200,766000
"1/16 Tavistock Crescent, Lynwood",2015,3,1037,370000
"1/163 Tyler Street, Tuart Hill",2018,2,2024,140000
"1/164 McDonald Street, Joondanna",2020,4,1062,640000
"1/165 Canning Highway, South Perth",2020,3,717,680000
"1/17 Elizabeth Street, East Cannington",2019,3,339,408000
"1/18 Coongan Avenue, Greenmount",2014,3,675,527500
"1/18 Devon Way, Lynwood",2015,3,378,387000
"1/18 Mary Street, Highgate",2014,2,183,742000
"1/182 Fulham Street, Kewdale",2018,2,146,300000
"1/19 Drabble Road, Scarborough",2019,5,1886,721000
"1/19 Flora Terrace, Watermans Bay",2014,3,216,500000
"1/19 Roseheath Boulevard, Kiara",2017,3,351,370000
"1/19 Tamar Street, Palmyra",2019,3,1048,500000
"1/20 Holton Way, Cannington",2019,3,261,335000
"1/202 Crawford Road, Inglewood",2018,3,357,485000
"1/205 French Street, Tuart Hill",2019,4,1215,525000
"1/208 Albert Street, Osborne Park",2020,3,1012,365000
"1/21 Fletcher Street, Applecross",2018,3,219,685000
"1/218 Westview Street, Scarborough",2020,3,1277,450000
"1/22 Ada Street, Watermans Bay",2016,4,397,1250000
"1/22 Harper Street, Woodbridge",2015,3,151,395000
"1/22 Manoff Road, Balcatta",2018,2,776,292000
"1/22 Prinsep Road, Melville",2017,3,377,655000
"1/22 Redgate Court, Kiara",2014,3,363,410000
"1/23 Avonmore Terrace, Cottesloe",2020,2,910,670000
"1/23 Golf Road, Parkwood",2015,2,286,338000
"1/24 Coventry Road, Shoalwater",2019,2,1535,310000
"1/242 French Street, Tuart Hill",2017,3,239,432000
"1/265 Kooyong Road, Kewdale",2017,3,1620,357500
"1/268 Guildford Road, Maylands",2019,3,891,432000
"1/28 Alday Street, St James",2017,4,312,530000
"1/29 Seaforth Road, Shoalwater",2020,4,340,600000
"1/29 Spoonbill Place, Queens Park",2016,4,281,435000
"1/29 Stratford Street, East Fremantle",2019,2,912,430000
"1/3 Addlewell Glen, Kiara",2010,3,454,370000
"1/3 Clive Road, Cottesloe",2020,3,235,1026000
"1/3 Hope Road, Palmyra",2019,2,303,445000
"1/3 Stockman Way, Cannington",2016,4,368,508000
"1/30 Milford Way, Nollamara",2019,3,701,450000
"1/301 Oxford Street, Leederville",2018,1,181,400000
"1/31 Harvest Road, North Fremantle",2016,3,359,1100000
"1/31 Mosaic Street, Shelley",2015,4,1390,755000
"1/31 Second Avenue, Kensington",2015,3,237,780000
"1/31 Troy Terrace, Daglish",2014,3,810,1250000
"1/31 Villiers Street, Yokine",2020,3,243,370000
"1/32 Hubert Road, Maylands",2020,3,2024,420000
"1/326 Preston Point Road, Attadale",2018,3,400,675000
"1/33 Holmesdale Road, Woodbridge",2014,3,1012,335000
"1/33 Steward Way, Orelia",2017,2,205,160000
"1/335 Oxford Street, Leederville",2020,4,243,880000
"1/34 Banksia Street, Joondanna",2016,3,257,585000
"1/341 Wharf Street, Queens Park",2017,3,1474,315000
"1/35 Collier Avenue, Balcatta",2018,3,246,341000
"1/36 Wood Street, Inglewood",2017,3,174,565000
"1/38 Brandon Street, Kensington",2019,3,631,600000
"1/38 Norman Street, St James",2020,3,265,360000
"1/39 Ferguson Street, Midvale",2014,4,1058,400000
"1/4 Classic Rise, Pearsall",2017,4,300,465000
"1/4 Lentona Road, Attadale",2018,3,327,490000
"1/4 Leslie Street, Cannington",2016,3,399,430000
"1/4 Manley Street, Cannington",2015,3,102,334000
"1/4 Talbot Road, Woodlands",2020,2,201,415000
"1/41 Hooley Road, Midland",2015,3,535,337500
"1/41 Renwick Street, South Perth",2018,3,836,730000
"1/42 Byers Road, Woodbridge",2008,3,1310,316000
"1/43 Ferguson Street, Middle Swan",2013,4,440,445000
"1/43 John Street, Inglewood",2019,3,1012,630000
"1/46 Charles Street, Midland",2016,3,1012,167500
"1/48 Collier Avenue, Balcatta",2020,3,1012,359000
"1/48 Thelma Street, Como",2019,3,1062,525000
"1/49 Discovery Circuit, Iluka",2020,3,372,715000
"1/49 South Street, Kardinya",2018,2,810,405000
"1/5 Arpent Link, Brabham",2017,4,365,364000
"1/50 King Street, Coogee",2016,3,299,440000
"1/50 Monmouth Street, Mount Lawley",2019,3,1000,625000
"1/53 Carrington Street, Palmyra",2019,3,1048,420000
"1/58 Second Avenue, Rossmoyne",2014,3,474,975000
"1/584 Canning Highway, Attadale",2018,2,1849,370000
"1/6 Bellevue Terrace, West Perth",2017,3,2133,2300000
"1/6 Cato Street, Glendalough",2017,3,248,515000
"1/6 Pearse Street, North Fremantle",2018,2,250,665000
"1/63 Sayer Street, Midland",2017,3,246,330000
"1/67 Upton Street, St James",2018,3,224,365000
"1/69 Calais Road, Scarborough",2020,3,1012,600000
"1/7 Chidlow Street, Mount Helena",2015,2,598,470000
"1/7 Hodgson Lane, Mundaring",2018,2,249,400000
"1/79 Hardy Road, Ashfield",2009,3,401,370000
"1/79 Sayer Street, Midland",2016,3,172,360000
"1/8 Benson Court, Mount Nasura",2015,3,406,375000
"1/8 Betula Street, Riverton",2016,4,807,720000
"1/8 Sonia Street, Scarborough",2019,3,277,494000
"1/86 Ivanhoe Street, Eden Hill",2015,3,349,409500
"1/9 Glencairn Way, Parkwood",2016,3,1598,378000
"1/94 Kathleen Street, Bassendean",2020,4,1803,530000
"1/95 Kent Street, Rockingham",2020,3,227,360000
"1/96 North Beach Road, North Beach",2015,3,468,777000
"1/99 Roberts Road, Subiaco",2019,2,804,450000
"10 Aberdare Way, Warwick",2017,4,714,555000
"10 Abingdon Place, Kelmscott",2017,3,789,213000
"10 Abrolhos Drive, Heathridge",2017,4,486,560000
"10 Ada Street, Watermans Bay",2015,2,1024,1730000
"10 Addingham Crescent, Bertram",2016,4,593,455000
"10 Adelong Circuit, Merriwa",2016,3,507,250000
"10 Adonis Street, Mundijong",2012,3,2126,332000
"10 Aitken Place, Noranda",2020,5,700,578000
"10 Albert Street, Bellevue",2015,3,629,450000
"10 Aleaha Brace, Aveley",2019,3,475,291000
"10 Alford Way, Alkimos",2018,3,300,385000
"10 Altai Dale, Stratton",2016,4,609,435000
"10 Ameer Way, Beeliar",2017,4,501,530000
"10 Amery Road, Hocking",2017,4,543,495000
"10 Andrews Way, Herne Hill",2016,4,813,380000
"10 Anstey Street, Mundijong",2013,3,2028,550000
"10 Antigua Place, Southern River",2020,4,567,455000
"10 Apara Place, Koongamia",2012,3,1086,389000
"10 Aparri Way, Port Kennedy",2019,4,640,360000
"10 Appleby Drive, Darch",2017,4,601,505000
"10 APPLETON Road, Piara Waters",2018,4,560,485000
"10 Apsley Bend, Tapping",2017,4,624,600000
"10 Araucaria Boulevard, Byford",2019,4,564,318000
"10 Archdeacon Street, Nedlands",2017,5,810,1690000
"10 Archimedes Crescent, Tapping",2019,5,571,430000
"10 Arkwell Street, Willagee",2017,5,810,832000
"10 Armitage Close, South Guildford",2017,3,475,380000
"10 ARTARMON RISE, Kallaroo",2020,4,936,1140000
"10 Astrolabe Way, Swan View",2019,4,484,340000
"10 Aurora Drive, Atwell",2019,4,707,537000
"10 Axewood Place, Beechboro",2018,3,699,406000
"10 Aylesbury Close, Jandakot",2019,4,627,530000
"10 Baddesley Street, Butler",2020,4,543,375000
"10 Bahama Way, Banksia Grove",2020,3,360,350000
"10 Banchory Way, The Vines",2018,4,763,610000
"10 Banksia Court, Bullsbrook",2016,4,663,370000
"10 Barcelona Terrace, Hocking",2019,4,566,539000
"10 Barcroft Court, Atwell",2020,4,360,395000
"10 Barnden Road, Helena Valley",2017,4,600,695500
"10 Barrington Avenue, Champion Lakes",2009,4,420,185000
"10 Basedow Chase, Banksia Grove",2017,4,440,445000
"10 Basico Avenue, Sinagra",2017,5,613,549000
"10 Batavia Way, Salter Point",2014,3,842,966000
"10 Bathgate Loop, Koondoola",2015,3,600,415000
"10 Becket Court, Camillo",2018,4,711,320000
"10 Bedale Street, Dianella",2020,4,373,545000
"10 Beechcroft Place, Camillo",2020,3,707,240000
"10 Belaring Place, Kenwick",2015,4,323,430000
"10 Belfast Crescent, Ridgewood",2017,3,423,333000
"10 Bellport Parade, Mindarie",2017,5,689,670000
"10 Belvoir Place, Ballajura",2018,4,601,430000
"10 Beor Way, Herne Hill",2009,3,809,350000
"10 Berkeley Street, Heathridge",2017,4,363,450000
"10 Berlotto Drive, Ashby",2016,3,425,510000
"10 Berrigan Drive, South Lake",2018,3,702,380000
"10 Bertram Street, Dianella",2020,3,464,350000
"10 Beverley Street, Coolbinia",2009,4,806,1188000
"10 Biara Road, Yanchep",2018,3,403,272000
"10 Bight Reefs Road, Singleton",2016,3,892,432500
"10 Bilkurra Way, Mount Nasura",2019,3,788,289000
"10 Billing Way, Caversham",2018,4,513,665000
"10 Binar Court, South Guildford",2017,4,787,400000
"10 Binden Place, Hamersley",2016,4,737,510000
"10 Bingarra Close, Port Kennedy",2019,4,691,390000
"10 Bingfield Road, Medina",2014,3,728,265000
"10 Binnia Mews, Harrisdale",2019,3,451,430000
"10 Birch Place, Stoneville",2020,4,1843,560000
"10 Birchgrove Court, Bibra Lake",2020,4,502,585000
"10 Birkenhead Ridge, Mindarie",2020,4,738,835000
"10 Bishop Riley Way, Churchlands",2018,5,737,1850000
"10 Blackboy Road, Greenmount",2017,4,903,490000
"10 Blackman Road, Mount Pleasant",2019,4,729,1475000
"10 Bland Street, Kensington",2019,3,787,1250000
"10 Blenny Close, Cannington",2017,3,697,476000
"10 Block Place, Ocean Reef",2018,5,890,1000000
"10 Bondini Way, Bibra Lake",2018,4,719,522000
"10 Booligal Street, Lesmurdie",2017,3,1195,425000
"10 Bosbaan Place, Champion Lakes",2012,4,451,196000
"10 Bowen Place, Stoneville",2015,4,1955,520000
"10 Bradbury Place, Alexander Heights",2019,3,403,331500
"10 Braden Way, Marmion",2012,5,720,1620000
"10 Brae Court, Cooloongup",2020,4,933,330000
"10 Bramley Terrace, The Vines",2019,4,714,555000
"10 Brantwood Turn, Wellard",2018,4,449,396000
"10 Brassey Street, Swanbourne",2016,4,607,1810000
"10 Breton Court, Ballajura",2020,4,504,421000
"10 Bricknell Road, Attadale",2018,3,1410,830000
"10 Bridges Rise, Kiara",2011,4,484,390000
"10 Bridget Place, Shelley",2016,4,1029,1600000
"10 Brigalow Way, Armadale",2020,3,713,220000
"10 Brinckley Crescent, Koondoola",2018,4,692,362000
"10 Bristow Street, Haynes",2014,3,340,167000
"10 Broad Street, Kensington",2015,4,420,1390000
"10 Broadbeach Boulevard, Hillarys",2019,4,828,955000
"10 Brolga Court, Beeliar",2018,4,639,570000
"10 Broomhall Way, Noranda",2017,4,809,635000
"10 Brumby Avenue, Henley Brook",2014,4,528,507500
"10 Bungalow Court, Peppermint Grove",2007,4,444,2400000
"10 Burleigh Drive, Burns Beach",2017,4,576,860000
"10 Burnettia Lane, Mount Claremont",2019,3,318,1100000
"10 Burtonia Place, Canning Vale",2020,4,770,680000
"10 BUTCHART TURN, Aubin Grove",2016,4,660,740000
"10 Byfield Road, Parkerville",2016,3,1008,382000
"10 Cadoux Loop, Hocking",2018,4,864,470000
"10 Calabar Court, Merriwa",2016,4,588,367000
"10 Cale Court, Maddington",2017,3,510,375000
"10 Calgary Place, Kingsley",2019,3,608,481000
"10 Calume Street, Hillman",2017,4,701,310000
"10 Campbell Court, Noranda",2019,4,867,651000
"10 Camrose Lane, Darch",2019,4,549,531000
"10 Cantrell Circuit, Landsdale",2018,4,710,645000
"10 Cape Le Grand Avenue, Aubin Grove",2016,4,713,705000
"10 Carnforth Road, Butler",2020,4,540,355500
"10 Carrick Way, Kinross",2019,4,914,442500
"10 Cassidae Terrace, Karrinyup",2020,4,434,1030000
"10 Castroreale Boulevard, Sinagra",2018,4,566,455000
"10 Celtic Crescent, Shoalwater",2018,3,459,390000
"10 Cereza Lane, Caversham",2020,3,400,447500
"10 Cerulean Road, Karnup",2014,3,405,179000
"10 Cestrum Rise, South Lake",2016,4,741,550000
"10 Charles Street, South Fremantle",2015,4,526,1600000
"10 Chauvel Court, Kiara",2012,4,501,430000
"10 Chelmsford Road, Mount Lawley",2020,3,309,845000
"10 Chenile Mews, Mirrabooka",2016,4,684,100000
"10 Chervil Bend, Wattle Grove",2017,4,599,560000
"10 Chesapeake Parade, Port Kennedy",2019,4,754,480000
"10 Chesterfield Avenue, Hocking",2017,3,296,460000
"10 Chestnut Street, Guildford",2015,3,527,780000
"10 Chile Way, Aubin Grove",2019,4,460,555000
"10 Chinook Drive, Dayton",2016,4,375,475000
"10 Chiswick Street, Wembley Downs",2018,4,787,1025000
"10 Chittawarra Court, Glen Forrest",2019,4,1901,567000
"10 Chivrell Rise, Gwelup",2017,4,716,920000
"10 Choseley Place, Langford",2015,4,612,160000
"10 Christina Street, Hazelmere",2013,4,2027,600000
"10 Christmas Avenue, Heathridge",2017,4,688,453500
"10 Churton Crescent, Warwick",2016,3,730,610000
"10 Citriadora Avenue, High Wycombe",2020,4,635,575000
"10 Claiborne Road, Secret Harbour",2019,4,584,470000
"10 Classroom Loop, Coolbellup",2019,4,375,510000
"10 Clayden Street, Wooroloo",2009,4,2427,358000
"10 Clearview Avenue, Burns Beach",2016,5,610,1500000
"10 CLEMTON PLACE, Landsdale",2019,4,650,520000
"10 Cleopatra Circuit, Bertram",2020,4,612,410000
"10 Clifton Street, Kelmscott",2020,3,809,290000
"10 Clyde Road, Menora",2006,4,759,1350000
"10 Clydesdale Street, Alfred Cove",2017,4,1095,855000
"10 Coatelan Drive, Stirling",2018,5,769,925000
"10 Coleridge Place, North Lake",2008,4,735,700000
"10 Colne Way, Girrawheen",2016,3,771,385000
"10 Columba Place, Peppermint Grove",2016,5,704,1920000
"10 Como Way, Stirling",2020,4,491,1240000
"10 Congdon Way, Booragoon",2017,4,812,750000
"10 Conimbla Lane, Aubin Grove",2018,4,654,660000
"10 Coniston Bend, Waikiki",2019,3,523,530000
"10 Coniston Drive, Ellenbrook",2020,4,384,325000
"10 Connelly Place, Mount Helena",2016,4,2001,565000
"10 Conrad Way, Currambine",2019,5,719,597000
"10 Continental Boulevard, Currambine",2016,4,588,760000
"10 Coogan Close, Yangebup",2020,3,730,400000
"10 Coolibah Drive, Greenwood",2018,3,683,476500
"10 Copper Lane, Wattle Grove",2016,4,556,500000
"10 Coralgum Green, South Lake",2016,4,613,568000
"10 Corella Street, Lesmurdie",2016,3,1012,505000
"10 Cornell Place, East Cannington",2017,5,610,600000
"10 Correa Way, Mirrabooka",2017,3,690,365000
"10 Corrour Bend, Bertram",2019,3,301,245000
"10 Cottontree Lane, Bennett Springs",2015,4,597,570000
"10 Coulsen Close, Noranda",2017,4,676,675000
"10 Cowper Street, Lynwood",2016,3,688,448000
"10 Coyne Street, Mount Helena",2014,4,2023,355000
"10 Crab Cove, Mindarie",2020,3,380,570000
"10 Crake Street, Ascot",2019,3,367,730000
"10 Cranberry Way, Kenwick",2016,3,568,316500
"10 Cranford Avenue, Mount Pleasant",2018,3,456,750000
"10 Cranwell Road, Balcatta",2019,2,788,880000
"10 Craven Street, Bedford",2018,3,589,615750
"10 Cresswell Place, Quinns Rocks",2019,4,585,450000
"10 Creswick Cross, Kiara",2007,4,525,168000
"10 Crossway, Swan View",2018,3,709,295000
"10 Crystal Turn, Bennett Springs",2016,4,544,435000
"10 Crystalview Cove, Ballajura",2019,4,1035,685000
"10 Currawong Court, Bennett Springs",2016,4,621,535000
"10 Currawong Crescent, Walliston",2013,4,1813,510000
"10 Curruthers Road, Mount Pleasant",2019,3,433,830000
"10 Curtin Road, Marangaroo",2017,4,510,426000
"10 Dacelo Vista, Waterford",2011,4,450,559900
"10 Daly Circle, Langford",2015,4,500,550000
"10 Dane Court, Brookdale",2015,4,504,345000
"10 Daniels Place, Bertram",2020,4,566,394000
"10 Darrowby Place, Sawyers Valley",2014,4,1836,597000
"10 Dartmouth Avenue, City Beach",2016,4,607,1685000
"10 DAVID STREET, Kensington",2018,3,506,820000
"10 Daviesia Corner, Dayton",2015,4,476,500000
"10 Davilak Crescent, Manning",2019,4,911,1080000
"10 De Grey Retreat, Jane Brook",2015,4,753,605000
"10 Dean Street, Mount Helena",2017,3,1370,446000
"10 Denver Avenue, Madeley",2018,4,1241,690000
"10 Derry Lane, Mosman Park",2017,4,426,2070000
"10 Desertpea Road, Beeliar",2019,3,384,503000
"10 Deverall Square, Hillarys",2019,4,600,880000
"10 Direction Way, North Fremantle",2017,3,259,1700000
"10 Domain Court, Greenmount",2020,4,709,410000
"10 Domeney Place, Landsdale",2020,4,600,455000
"10 Donnelly Link, Jane Brook",2018,3,694,545000
"10 Doriemus Road, Baldivis",2020,3,609,692500
"10 Dorney Esplanade, Champion Lakes",2014,4,413,250000
"10 Dowlan Way, Ellenbrook",2019,4,552,385000
"10 Dublin Road, Darch",2016,4,576,570000
"10 Duff Place, Booragoon",2017,4,696,860000
"10 Dusenberg Mews, Atwell",2018,4,768,572500
"10 Duyfken Road, Jindalee",2016,3,270,384000
"10 Eastbourne Street, Mosman Park",2019,4,516,1317500
"10 Edmund Way, Calista",2018,3,809,250000
"10 Eildon Court, South Lake",2017,5,700,472000
"10 Elbury Court, Kingsley",2019,3,700,507000
"10 Elder Way, Bellevue",2016,3,700,435000
"10 Eldon Close, Merriwa",2015,4,623,380000
"10 Ellerby Way, Koondoola",2015,2,771,435000
"10 Emperor Approach, Success",2018,4,569,550000
"10 Emu Court, High Wycombe",2019,4,710,365000
"10 Ennis Court, Orelia",2016,3,734,212000
"10 Ensign Dale, Kelmscott",2020,4,651,500000
"10 Erlon Way, Harrisdale",2019,3,364,406500
"10 Essington Street, Huntingdale",2018,4,710,405000
"10 Ethel Street, Guildford",2017,5,488,1160000
"10 Etna Place, Rossmoyne",2013,4,999,1895000
"10 Ewart Street, Midvale",2019,2,526,235000
"10 Eyebright Court, Huntingdale",2016,4,599,511250
"10 Fagan Street, Yokine",2018,3,374,505000
"10 Fairview Street, Coogee",2020,4,719,870000
"10 Fairywren Drive, Bennett Springs",2017,4,457,455000
"10 Falkirk Avenue, Maylands",2020,2,936,810000
"10 Fantail Avenue, Gwelup",2018,4,519,960000
"10 Fantail Drive, Bibra Lake",2016,4,702,595142
"10 Fantail Way, Huntingdale",2020,4,615,375000
"10 Farrier Terrace, Henley Brook",2013,4,554,472000
"10 Farringdon Way, Huntingdale",2017,3,685,375000
"10 Fawn Way, Eglinton",2015,3,313,412000
"10 Feldman Crescent, Parkerville",2020,4,1999,575000
"10 Finchley Terrace, Joondalup",2019,3,347,550000
"10 Finlay Court, Rivervale",2019,3,350,520000
"10 Finsbury Grove, Mount Claremont",2016,4,680,1525000
"10 Fintry Close, Kinross",2018,4,706,480000
"10 Firefalls Close, Huntingdale",2016,4,544,440000
"10 Flannan Place, Warwick",2017,5,734,852500
"10 Fleetwood Link, Ellenbrook",2020,4,420,370000
"10 Fletcher Street, Applecross",2019,2,464,875000
"10 Fortview Road, Mount Claremont",2018,3,877,1775000
"10 Fourth Avenue, Rossmoyne",2017,3,814,1423888
"10 Frederic Street, Midland",2016,3,1090,565000
"10 Friarbird Terrace, Beeliar",2017,4,512,550000
"10 Gaffin Way, Kwinana Town Centre",2013,3,203,162100
"10 Gairloch Place, Joondalup",2020,3,803,620000
"10 Galahad Way, Carine",2016,4,692,645000
"10 gallipoli street, Lathlain",2014,3,577,505000
"10 Gatton Way, Embleton",2017,3,736,470000
"10 Gausson Turn, Ashby",2019,4,524,393000
"10 Gemini Rise, Ocean Reef",2017,5,824,957000
"10 Georgetown Drive, Safety Bay",2018,3,681,370000
"10 Gifford Mews, Currambine",2017,4,701,668000
"10 Gilbreth Bend, Tapping",2020,4,572,535000
"10 Giles Avenue, Padbury",2020,3,705,380000
"10 GLADALAN Way, Piara Waters",2019,4,570,500000
"10 Glen Iris Drive, Jandakot",2013,5,1066,1200000
"10 Glenallen Way, Ellenbrook",2020,4,552,360000
"10 Glenbawn Drive, South Lake",2015,3,702,422500
"10 Glenfine Way, Carramar",2019,4,678,473200
"10 Glenten Way, Ferndale",2020,4,688,545000
"10 Glenwood Avenue, Helena Valley",2016,4,2010,545000
"10 Godin Court, Churchlands",2017,5,1225,1650000
"10 Goldfinch Bend, Harrisdale",2018,4,420,471000
"10 Goshawk Place, Huntingdale",2017,4,707,385000
"10 Grace Pass, Bennett Springs",2014,4,544,630000
"10 Granada Loop, Seville Grove",2017,4,660,350000
"10 Grand Boulevard, Canning Vale",2020,4,770,575000
"10 Graydon Grove, Leda",2014,3,700,285000
"10 Greenville Street, Swanbourne",2020,3,474,1352000
"10 Greta Court, Cooloongup",2017,3,716,310000
"10 Guernsey Court, Stratton",2018,4,637,320000
"10 Gulli Court, Mount Claremont",2018,4,582,1850000
"10 Gwynne Corner, Jane Brook",2016,4,781,630000
"10 Halse Place, Karrinyup",2020,5,948,1120000
"10 Hampshire Drive, Jindalee",2016,5,715,670000
