ADDRESS,PRICE
"1/584 Canning Highway, Attadale",370000
"1/6 Bellevue Terrace, West Perth",2300000
"1/6 Cato Street, Glendalough",515000
"1/6 Pearse Street, North Fremantle",665000
"1/63 SAW AVENUE, Rockingham",342000
"1/63 Sayer Street, Midland",330000
"1/67 Upton Street, St James",365000
"1/69 Calais Road, Scarborough",600000
"1/69 Welwyn Avenue, Salter Point",670000
"1/7 Blandfield Way, Parkwood",350000
"1/7 Chidlow Street, Mount Helena",470000
"1/7 Hodgson Lane, Mundaring",400000
"1/79 Hardy Road, Ashfield",370000
"1/79 Sayer Street, Midland",360000
"1/8 Benson Court, Mount Nasura",375000
"1/8 Betula Street, Riverton",720000
"1/8 Burdett Retreat, Murdoch",457000
"1/8 Sonia Street, Scarborough",494000
"1/86 Ivanhoe Street, Eden Hill",409500
"1/9 Glencairn Way, Parkwood",378000
"1/94 Kathleen Street, Bassendean",530000
"1/95 Kent Street, Rockingham",360000
"1/96 North Beach Road, North Beach",777000
"1/99 Roberts Road, Subiaco",450000
"10 Aberdare Way, Warwick",555000
"10 Abingdon Place, Kelmscott",213000
"10 Abrolhos Drive, Heathridge",560000
"10 Ada Street, Watermans Bay",1730000
"10 Addingham Crescent, Bertram",455000
"10 Adelong Circuit, Merriwa",250000
"10 Adonis Street, Mundijong",332000
"10 Aitken Place, Noranda",578000
"10 Albert Street, Bellevue",450000
"10 Aleaha Brace, Aveley",291000
"10 Alford Way, Alkimos",385000
"10 Altai Dale, Stratton",435000
"10 Ameer Way, Beeliar",530000
"10 Amery Road, Hocking",495000
"10 Andrews Way, Herne Hill",380000
"10 Anne Avenue, Walliston",440000
"10 Anstey Street, Mundijong",550000
"10 Antigua Place, Southern River",455000
"10 Apara Place, Koongamia",389000
"10 Aparri Way, Port Kennedy",360000
"10 Appleby Drive, Darch",505000
"10 APPLETON Road, Piara Waters",485000
"10 Apsley Bend, Tapping",600000
"10 Araucaria Boulevard, Byford",318000
"10 Archdeacon Street, Nedlands",1690000
"10 Archimedes Crescent, Tapping",430000
"10 Arkwell Street, Willagee",832000
"10 Armitage Close, South Guildford",380000
"10 ARTARMON RISE, Kallaroo",1140000
"10 Astrolabe Way, Swan View",340000
"10 Atkinson Road, Subiaco",1575000
"10 Auborough Street, Doubleview",648500
"10 Aurora Drive, Atwell",537000
"10 Axewood Place, Beechboro",406000
"10 Aylesbury Close, Jandakot",530000
"10 Baddesley Street, Butler",375000
"10 Bahama Way, Banksia Grove",350000
"10 Ballymote Gardens, Ridgewood",291000
"10 Banchory Way, The Vines",610000
"10 Banjine Road, Koongamia",160000
"10 Banksia Court, Bullsbrook",370000
"10 Barcelona Terrace, Hocking",539000
"10 Barcroft Court, Atwell",395000
"10 Barnden Road, Helena Valley",695500
"10 Barranduna Drive, Mount Nasura",355000
"10 Barrington Avenue, Champion Lakes",185000
"10 Barrington Street, West Leederville",1279000
"10 Basedow Chase, Banksia Grove",445000
"10 Basico Avenue, Sinagra",549000
"10 Batavia Way, Salter Point",966000
"10 Bathgate Loop, Koondoola",415000
"10 Becket Court, Camillo",320000
"10 Bedale Street, Dianella",545000
"10 Beechcroft Place, Camillo",240000
"10 Beenan Elbow, South Guildford",101200
"10 Belaring Place, Kenwick",430000
"10 Belfast Crescent, Ridgewood",333000
"10 Bellport Parade, Mindarie",670000
"10 Belvoir Place, Ballajura",430000
"10 Beor Way, Herne Hill",350000
"10 Berkeley Street, Heathridge",450000
"10 Berlotto Drive, Ashby",510000
"10 Berrigan Drive, South Lake",380000
"10 Bertram Street, Dianella",350000
"10 Beverley Street, Coolbinia",1188000
"10 Biara Road, Yanchep",272000
"10 Bight Reefs Road, Singleton",432500
"10 Bilcich Gardens, Spearwood",515000
"10 Bilkurra Way, Mount Nasura",289000
"10 Billing Way, Caversham",665000
"10 Binar Court, South Guildford",400000
"10 Binden Place, Hamersley",510000
"10 Bingarra Close, Port Kennedy",390000
"10 Bingfield Road, Medina",265000
"10 Binnia Mews, Harrisdale",430000
"10 Birch Place, Stoneville",560000
"10 Birchgrove Court, Bibra Lake",585000
"10 Birkenhead Ridge, Mindarie",835000
"10 Bishop Close, Seville Grove",367000
"10 Bishop Riley Way, Churchlands",1850000
"10 Blackboy Road, Greenmount",490000
"10 Blackman Road, Mount Pleasant",1475000
"10 Bland Street, Kensington",1250000
"10 Blenny Close, Cannington",476000
"10 Block Place, Ocean Reef",1000000
"10 Bondini Way, Bibra Lake",522000
"10 Booligal Street, Lesmurdie",425000
"10 Bosbaan Place, Champion Lakes",196000
"10 Bowen Place, Stoneville",520000
"10 Boyd Street, Palmyra",535000
"10 Bradbury Place, Alexander Heights",331500
"10 Braden Way, Marmion",1620000
"10 Brae Court, Cooloongup",330000
"10 Bramley Terrace, The Vines",555000
"10 Brantwood Turn, Wellard",396000
"10 Brassey Street, Swanbourne",1810000
"10 Breton Court, Ballajura",421000
"10 Bricknell Road, Attadale",830000
"10 Bridges Rise, Kiara",390000
"10 Bridget Place, Shelley",1600000
"10 Brigalow Way, Armadale",220000
"10 Brinckley Crescent, Koondoola",362000
"10 Bristow Street, Haynes",167000
"10 Broad Street, Kensington",1390000
"10 Broadbeach Boulevard, Hillarys",955000
"10 Brolga Court, Beeliar",570000
"10 Broomhall Way, Noranda",635000
"10 Brumby Avenue, Henley Brook",507500
"10 Bruny Meander, Wandi",850000
"10 Bungalow Court, Peppermint Grove",2400000
"10 Burleigh Drive, Burns Beach",860000
"10 Burnettia Lane, Mount Claremont",1100000
"10 Burtonia Place, Canning Vale",680000
"10 BUTCHART TURN, Aubin Grove",740000
"10 Byfield Road, Parkerville",382000
"10 Cadoux Loop, Hocking",470000
"10 Calabar Court, Merriwa",367000
"10 Cale Court, Maddington",375000
"10 Calgary Place, Kingsley",481000
"10 Calume Street, Hillman",310000
"10 Campbell Court, Noranda",651000
"10 Campion Crescent, Attadale",1065000
"10 Campolino Gardens, Stratton",360000
"10 Camrose Lane, Darch",531000
"10 Cantrell Circuit, Landsdale",645000
"10 Cape Gardens, Ellenbrook",550000
"10 Cape Le Grand Avenue, Aubin Grove",705000
"10 Carnforth Road, Butler",355500
"10 Carrick Way, Kinross",442500
"10 Cassidae Terrace, Karrinyup",1030000
"10 Castledene Way, Tapping",500000
"10 Castroreale Boulevard, Sinagra",455000
"10 Cathedral Link, Aubin Grove",585000
"10 Celtic Crescent, Shoalwater",390000
"10 Cereza Lane, Caversham",447500
"10 Cerulean Road, Karnup",179000
"10 Cestrum Rise, South Lake",550000
"10 Chalk Elbow, Pearsall",570000
"10 Charles Street, South Fremantle",1600000
"10 Chauvel Court, Kiara",430000
"10 Chelmorton Loop, Carine",770000
"10 Chelmsford Road, Mount Lawley",845000
"10 Chenile Mews, Mirrabooka",100000
"10 Chervil Bend, Wattle Grove",560000
"10 Chesapeake Parade, Port Kennedy",480000
"10 Chesterfield Avenue, Hocking",460000
"10 Chestnut Street, Guildford",780000
"10 Chile Way, Aubin Grove",555000
"10 Chinook Drive, Dayton",475000
"10 Chiswick Street, Wembley Downs",1025000
"10 Chittawarra Court, Glen Forrest",567000
"10 Chivrell Rise, Gwelup",920000
"10 Choseley Place, Langford",160000
"10 Christina Street, Hazelmere",600000
"10 Christmas Avenue, Heathridge",453500
"10 Churton Crescent, Warwick",610000
"10 Citriadora Avenue, High Wycombe",575000
"10 Claiborne Road, Secret Harbour",470000
"10 Classroom Loop, Coolbellup",510000
"10 Clayden Street, Wooroloo",358000
"10 Clearview Avenue, Burns Beach",1500000
"10 CLEMTON PLACE, Landsdale",520000
"10 Cleopatra Circuit, Bertram",410000
"10 Clifton Street, Kelmscott",290000
"10 Clint Way, Calista",228500
"10 Clyde Road, Menora",1350000
"10 Clydesdale Street, Alfred Cove",855000
"10 Coatelan Drive, Stirling",925000
"10 Coleridge Place, North Lake",700000
"10 College Road, Claremont",1200000
"10 Colne Way, Girrawheen",385000
"10 Cologne Gardens, Port Kennedy",379000
"10 Columba Place, Peppermint Grove",1920000
"10 Como Way, Stirling",1240000
"10 Congdon Way, Booragoon",750000
"10 Conimbla Lane, Aubin Grove",660000
"10 Coniston Bend, Waikiki",530000
"10 Coniston Drive, Ellenbrook",325000
"10 Connelly Place, Mount Helena",565000
"10 Conrad Way, Currambine",597000
"10 Continental Boulevard, Currambine",760000
"10 Coogan Close, Yangebup",400000
"10 Coolibah Drive, Greenwood",476500
"10 Copper Lane, Wattle Grove",500000
"10 Coralgum Green, South Lake",568000
"10 Corella Street, Lesmurdie",505000
"10 Cornell Place, East Cannington",600000
"10 Correa Way, Mirrabooka",365000
"10 Corrour Bend, Bertram",245000
"10 Cottontree Lane, Bennett Springs",570000
"10 Coulsen Close, Noranda",675000
"10 Cowper Street, Lynwood",448000
"10 Coyne Street, Mount Helena",355000
"10 Crab Cove, Mindarie",570000
"10 Crake Street, Ascot",730000
"10 Cranberry Way, Kenwick",316500
"10 Cranford Avenue, Mount Pleasant",750000
"10 Cranwell Road, Balcatta",880000
"10 Craven Street, Bedford",615750
"10 Cresswell Place, Quinns Rocks",450000
"10 Creswick Cross, Kiara",168000
"10 Crossway, Swan View",295000
"10 Crystal Turn, Bennett Springs",435000
"10 Crystalview Cove, Ballajura",685000
"10 Currawong Court, Bennett Springs",535000
"10 Currawong Crescent, Walliston",510000
"10 Curruthers Road, Mount Pleasant",830000
"10 Curtin Road, Marangaroo",426000
"10 Dacelo Vista, Waterford",559900
"10 Daly Circle, Langford",550000
"10 Dane Court, Brookdale",345000
"10 Daniels Place, Bertram",394000
"10 Darrowby Place, Sawyers Valley",597000
"10 Dartmouth Avenue, City Beach",1685000
"10 DAVID STREET, Kensington",820000
"10 Daviesia Corner, Dayton",500000
"10 Davilak Crescent, Manning",1080000
"10 Dawn Road, Walliston",445000
"10 De Grey Retreat, Jane Brook",605000
"10 Dean Street, Mount Helena",446000
"10 Denver Avenue, Madeley",690000
"10 Derry Lane, Mosman Park",2070000
"10 Desertpea Road, Beeliar",503000
"10 Deverall Square, Hillarys",880000
"10 Dillwynia Bend, Banksia Grove",430000
"10 Direction Way, North Fremantle",1700000
"10 Doherty Road, Coolbellup",599000
"10 Domain Court, Greenmount",410000
"10 Domeney Place, Landsdale",455000
"10 Donnelly Link, Jane Brook",545000
"10 Doriemus Road, Baldivis",692500
"10 Dorney Esplanade, Champion Lakes",250000
"10 Dowlan Way, Ellenbrook",385000
"10 Drummore Elbow, Stratton",295000
"10 Dublin Road, Darch",570000
"10 Duff Place, Booragoon",860000
"10 Dumsday Drive, Forrestdale",275000
"10 Dunmore Crescent, Harrisdale",532500
"10 Durrington Glade, Clarkson",375000
"10 Dusenberg Mews, Atwell",572500
"10 Duyfken Road, Jindalee",384000
"10 Eastbourne Street, Mosman Park",1317500
"10 Edmund Way, Calista",250000
"10 Eildon Court, South Lake",472000
"10 Elbury Court, Kingsley",507000
"10 Elder Way, Bellevue",435000
"10 Eldon Close, Merriwa",380000
"10 Ellerby Way, Koondoola",435000
"10 Emperor Approach, Success",550000
"10 Emu Court, High Wycombe",365000
"10 Ennis Court, Orelia",212000
"10 Ensign Dale, Kelmscott",500000
"10 Erlon Way, Harrisdale",406500
"10 Erodium Place, Parkwood",460000
"10 Essington Street, Huntingdale",405000
"10 Ethel Street, Guildford",1160000
"10 Etna Place, Rossmoyne",1895000
"10 Ewart Street, Midvale",235000
"10 Excelsior Meander, Warnbro",300000
"10 Eyebright Court, Huntingdale",511250
"10 Fagan Street, Yokine",505000
"10 Fairview Street, Coogee",870000
"10 Fairywren Drive, Bennett Springs",455000
"10 Falkirk Avenue, Maylands",810000
"10 Fantail Avenue, Gwelup",960000
"10 Fantail Drive, Bibra Lake",595142
"10 Fantail Way, Huntingdale",375000
"10 Farrier Terrace, Henley Brook",472000
"10 Farringdon Way, Huntingdale",375000
"10 Fawn Way, Eglinton",412000
"10 Feldman Crescent, Parkerville",575000
"10 Field View, Bullsbrook",345000
"10 Finchley Terrace, Joondalup",550000
"10 Finlay Court, Rivervale",520000
"10 Finsbury Grove, Mount Claremont",1525000
"10 Fintry Close, Kinross",480000
"10 Fionn Court, Ardross",950000
"10 Firefalls Close, Huntingdale",440000
"10 Flannan Place, Warwick",852500
"10 Fleetwood Link, Ellenbrook",370000
"10 Fletcher Street, Applecross",875000
"10 Folland Parade, Atwell",430000
"10 Fortview Road, Mount Claremont",1775000
"10 Fourth Avenue, Rossmoyne",1423888
"10 Frederic Street, Midland",565000
"10 Friarbird Terrace, Beeliar",550000
"10 Gaffin Way, Kwinana Town Centre",162100
"10 Gairloch Place, Joondalup",620000
"10 Galahad Way, Carine",645000
"10 gallipoli street, Lathlain",505000
"10 Gatton Way, Embleton",470000
"10 Gausson Turn, Ashby",393000
"10 Gemini Rise, Ocean Reef",957000
"10 Geoff Russell Avenue, Kinross",550000
"10 Georgetown Drive, Safety Bay",370000
"10 Gifford Mews, Currambine",668000
"10 Gilbreth Bend, Tapping",535000
"10 Giles Avenue, Padbury",380000
"10 GLADALAN Way, Piara Waters",500000
"10 Glen Iris Drive, Jandakot",1200000
"10 Glenallen Way, Ellenbrook",360000
"10 Glenbawn Drive, South Lake",422500
"10 Glenfine Way, Carramar",473200
"10 Glenten Way, Ferndale",545000
"10 Glenwood Avenue, Helena Valley",545000
"10 Godin Court, Churchlands",1650000
"10 Goldfinch Bend, Harrisdale",471000
"10 Goshawk Place, Huntingdale",385000
"10 Grace Pass, Bennett Springs",630000
"10 Granada Loop, Seville Grove",350000
"10 Grand Boulevard, Canning Vale",575000
"10 Graydon Grove, Leda",285000
"10 Greenville Street, Swanbourne",1352000
"10 Greta Court, Cooloongup",310000
"10 Guernsey Court, Stratton",320000
"10 Gulli Court, Mount Claremont",1850000
"10 Gwynne Corner, Jane Brook",630000
"10 Halse Place, Karrinyup",1120000
"10 Hampshire Drive, Jindalee",670000
"10 Harden Park Trail, Carramar",345000
"10 Harley Terrace, Mosman Park",1250000
"10 Harmony Avenue, Clarkson",370000
"10 Harrison Way, Calista",280000
"10 Harwood Street, Hilton",740250
"10 Hayward Parade, Coogee",740000
"10 Hazelmere Crescent, Hazelmere",390000
"10 Heard Way, Glendalough",1100000
"10 Heathland Terrace, Ellenbrook",300000
"10 Helena Street, Guildford",630000
"10 Henderson Road, Stoneville",505000
"10 Hendy Green, Murdoch",720000
"10 Hennessy Drive, Ashby",590000
"10 Henniker Way, Koondoola",340000
"10 Henty Grove, Helena Valley",450000
"10 Hepworth Way, Noranda",612500
"10 Heywood Lane, North Coogee",945000
"10 Hibiscus Court, Churchlands",1430000
"10 Hillcrest Court, Port Kennedy",225000
"10 Hindmarsh Way, Edgewater",628000
"10 Hindoo Elbow, Stratton",326000
"10 Hodge Court, Marmion",862000
"10 Hodges Street, Middle Swan",344000
"10 Hodgson Street, Tuart Hill",689000
"10 Hodnet Bend, The Vines",540000
"10 Hogg Avenue, Salter Point",1225000
"10 Hollingsworth Avenue, Koondoola",396000
"10 Hollister Way, Noranda",665000
"10 Hope Crescent, Lesmurdie",815000
"10 Horner Way, Herne Hill",405000
"10 Horrocks Road, Booragoon",595000
"10 Horslay Way, Noranda",585000
"10 Hovea Crescent, Walliston",385000
"10 Hubert Street, Guildford",675000
"10 Hugh Street, Guildford",710000
"10 Hynes Court, Huntingdale",436000
"10 Hynes Way, Hamilton Hill",505000
"10 Indiana Parade, Singleton",795000
"10 Indus Vista, Alkimos",355000
"10 Instone Street, Hilton",507500
"10 Iolanthe Street, Swanbourne",1170000
"10 Irene Place, Beldon",520000
"10 Irvine Street, Peppermint Grove",2060000
"10 Jackman Street, Willagee",670000
"10 James Avenue, Hazelmere",490000
"10 James Road, Swanbourne",1500000
"10 Janeville Place, South Guildford",710000
"10 Jarman Avenue, Manning",525000
"10 Jecks Street, Maida Vale",546000
"10 Jedburgh Loop, Sinagra",315000
"10 Jenkyn Circle, Landsdale",800000
"10 Jimbell Street, Mosman Park",1216000
"10 Jinan Road, Huntingdale",435000
"10 Jindabyne Street, Hilbert",500000
"10 Joel Way, Wanneroo",411000
"10 John Street, Cottesloe",1900000
"10 Johnson Street, Guildford",775000
"10 Johnston Way, Padbury",490000
"10 Jordan Street, Haynes",198000
"10 Kabiana Way, Dayton",315000
"10 Kakadu Rest, Bertram",430000
"10 Kallatina Drive, Iluka",857500
"10 Kamara Court, Wanneroo",420000
"10 Kaputar Court, Ballajura",340000
"10 Karamarra Place, Kingsley",560000
"10 Kardier Mews, Viveash",685000
"10 Kardinya Road, Kardinya",720000
"10 Kari Court, Camillo",368000
"10 Karla Place, City Beach",1660000
"10 Karst Elbow, Alexander Heights",505000
"10 Keans Avenue, Sorrento",940000
"10 Kearsley Rise, Murdoch",997500
"10 Kenneally Circuit, Salter Point",1250000
"10 Kerior Street, Mullaloo",835000
"10 Kerries Link, The Vines",635000
"10 Kessell Lane, Beldon",421000
"10 Kiah Mews, Canning Vale",748000
"10 Killaloe Place, Waterford",925000
"10 Kilmaine Road, Ridgewood",422500
"10 Kingsland Avenue, City Beach",1670000
"10 Kingston Heath Mews, Jandakot",965000
"10 Kingsway, Nedlands",2125000
"10 Kinross Crescent, Floreat",1648000
"10 Kinta Street, City Beach",1346666
"10 Kinvara Way, Ridgewood",410000
"10 Kirkley Pass, Aveley",436000
"10 Kirribilli Court, Kallaroo",850000
"10 Klem Avenue, Redcliffe",440000
"10 Knoll Place, Kiara",460000
"10 Knutsford Street, Swanbourne",1545000
"10 Koolyanga Road, Mullaloo",765000
"10 Korovin Drive, Ashby",500000
"10 Kullaroo Court, Hillman",325000
"10 Kunzea Close, Maida Vale",450000
"10 Kurrat Elbow, South Guildford",392000
"10 Kurrawa Street, Hillman",330000
"10 Kwilena Avenue, Wattle Grove",620000
"10 La Grange Loop, Currambine",575000
"10 Lakewood Avenue, Ascot",755000
"10 Lambert Street, Alfred Cove",867500
"10 Landbeach Boulevard, Butler",470000
"10 Lansby Court, Riverton",598000
"10 Laslett Circle, Mundaring",649000
"10 Latham Street, Ashfield",432000
"10 Lautrec Loop, Ashby",485250
"10 Lavalle Rise, South Lake",505000
"10 Laverick Street, Haynes",210000
"10 Leanne Close, Woodvale",700000
"10 Leatherwood Way, Huntingdale",415000
"10 Ledden Court, Success",550000
"10 Lee Avenue, Hilton",320000
"10 Leghorn Road, Orelia",237500
"10 Leithdale Road, Darlington",600000
"10 Letterkenny Way, Hilbert",440000
"10 Levey Rise, Winthrop",900000
"10 Leyland Street, St James",805000
"10 Limerick Way, Fremantle",672000
"10 Litoria Drive, Wandi",329000
"10 Little Rush Close, South Lake",403000
"10 LIVONIA Street, Brabham",465000
"10 Lodge Court, Cockburn Central",475000
"10 Logwood Avenue, Port Kennedy",437000
"10 Lonnie Street, Daglish",775000
"10 Looranah Street, Mount Nasura",400000
"10 Lowell Street, Secret Harbour",500000
"10 Lucca Court, Coogee",830000
"10 Lucinda Court, Huntingdale",467000
"10 Mabena Place, Ocean Reef",977500
"10 Macedonia Place, North Perth",645000
"10 Madge Way, Leda",375000
"10 Madras Crescent, Port Kennedy",355000
"10 Mallaig Place, Warwick",665000
"10 Mallina Circuit, Carramar",396000
"10 Manhattan Avenue, Iluka",785000
"10 Manston Road, Thornlie",310000
"10 Manyleaf Link, Banksia Grove",340000
"10 Mapleton Street, Stirling",937000
"10 Mardella Street, Coolbinia",920000
"10 Mardja Loop, Mardella",87140
"10 Marengo Close, Aveley",512000
"10 Marie Court, Atwell",525000
"10 Marigold Place, Yangebup",455000
"10 Marlock Place, Woodlands",1180000
"10 Maroubra Parade, Secret Harbour",343000
"10 Marra Way, South Lake",535000
"10 Martini Way, Tapping",480000
"10 Mary Street, Highgate",865000
"10 Mary Street, Watermans Bay",1700000
"10 Massenger Street, Madeley",645000
"10 Maverick Promenade, Shoalwater",420000
"10 McGuigan Circle, Redcliffe",465000
"10 McKeon Street, Redcliffe",420000
"10 McLeod Street, Lockridge",365000
"10 McNeil Grove, Jarrahdale",405000
"10 Meadow Lane, Parkerville",635000
"10 Meath Mews, Mosman Park",810000
"10 Meek Court, Gosnells",260000
"10 Melbourne Close, Port Kennedy",291000
"10 Meredith Way, Koondoola",355000
"10 Merens Terrace, Henley Brook",585000
"10 Messenger Street, Kelmscott",222500
"10 Midlothian Crescent, Kinross",475000
"10 Midsummer Avenue, Jindalee",600000
"10 Midway Street, Riverton",570000
"10 Millenden Street, East Fremantle",1175000
"10 Miller Place, Booragoon",930000
"10 Milos Loop, Spearwood",590000
"10 Miltona Drive, Secret Harbour",491000
"10 Mimbalup Close, Hillman",295000
"10 Moira Mews, Stratton",375000
"10 Monaco Avenue, North Lake",630000
"10 Monaro Way, Hocking",510000
"10 Monota Avenue, Shelley",720000
"10 Monroe Turn, Success",515000
"10 Moorhouse Street, Willagee",533000
"10 Moyle Place, Hillarys",1330000
"10 Murry Mews, Leda",260000
"10 Myrtle Street, Walliston",408000
